软件工程师,15-25k·13薪,常州,3-5年,本科及以上,"岗位职责：参与和定义软件架构和结构客户需求的识别、功能描述和配合实施外围设备接口定义功能规格参数要求的制定和评审实施可行性研究开发解决方案和为决策提供依据估算工作量和成本PLC与高级语言编码执行软件测试参加软件评审和设计门评审按集团铣削软件质量保证流程实施完成软件发布编制内部技术说明和操作说明实施并执行安全功能验收测试保护软件开发工具维护测试场地和测试方法软件维护/产品维护向其他部门提供技术支持，如但不限于采购部，品质部，生产部，用户服务部等与项目经理和项目成员协调合作，合作并支持开发伙伴和服务提供者                                                                                岗位要求：具有软件开发经验的软件工程师或电气工程师，学士学位及以上，熟练使用C++, Matlab, Simulink具有数控机床软件开发或通用机械软件开发经验具有控制相关软件的经验（PLC和高级语言）具有机床整机软件开发的技术经验流利的英语读写能力，需与国内外集团其他工作地点的软件团队一起工作。注明：要去瑞士培训的，之后的工作也是需要在瑞士和常州两边工作的。"
嵌入式软件工程师,20-30k,无锡-惠山区,3-5年,本科及以上,嵌入式软件工程师1.多合一控制器开发项目软件部分对接；2.能够解析和整理编写通用版通讯协议；3.负责根据整车或者系统的通讯协议要求，开发相应的应用层软件；4.负责多合一控制器主控板应用层软件设计开发相关工作，协调并解决软件开发过程中的技术问题；5.协助完成DCDC、DCAC模块及主控制板的软件功能测试验证；6.负责多合一主控板的应用层软件测试，支持标定工作；7.软件项目开发中领导安排的其他临时工作；任职资格：1. 大专及以上学历，1-2年主控板或VCU或汽车电气行业软件开发相关工作经验；2. 参与过至少1个完整的整车或零部件软件项目开发工作；3. 有单片机软件开发基础和C语言编程能力；4. 熟悉MATLAB/CCS等应用工具链；5. 熟悉单片机软件开发、串口协议及数据采集知识；6. 协助完成DFMEA， APQP等相关文档的撰写；7. 熟悉车规级单片机控制板或PLC控制板应用层软件开发编程及CAN通讯；8. 素质能力：诚信正直，良好的沟通能力与团队协作精神，不断改进和创新能力；薪资待遇：年薪25-40万左右，具体面议作息时间 8:00-17:00 双休 法定假日正常休息 提供车位 ，食宿上班地点：无锡惠山区，可电话面试
汽车电子底层软件工程师,20-30k,苏州-吴中区,3-5年,本科及以上,"职位描述：参与公司充电桩及储能产品控制器的底层软件开发工作，基于AUTOSAR软件架构的代码设计和相关设计文档编写，包括能够根据架构需求进行软件模块设计，模块测试，以及相关的软件集成；参与项目设计和代码评审；参与并支持系统功能安全设计；配合软件测试工程师完成代码测试。职责描述：1、 完成软件需求说明书2、 完成软件概要设计和详细设计3、 基于芯片MCAL配置底层驱动，并进行测试验证；3、 使用AUTOSAR工具，配置COM、DEM、DCM、NVM等底层软件模块，并进行测试验证；4、 完成软件功能调试和缺陷跟踪6、 参加SRD/HSIS/设计文档/测试计划/程序代码等的评审任职要求：1）大学本科以上学历，电子、计算机、电气自动化、通信，车辆工程相关专业2）熟练掌握嵌入式C语言，五年以上相关的软件开发经验3）熟悉NXP 5775， S32Kxxx系列单片机开发, 精通处理器常用的外围接口，如SPI，I2C，PWM等4）有完整软件项目周期的开发经验5）熟悉AUTOSAR软件架构，有基于AUTOSAR架构的软件开发经验优先6) 有多核操作系统开发经验优先任职要求："
软件电子工程师,10-15k,常州,3-5年,本科及以上,1.负责汽车外部照明系统电子控制单元（头灯、尾灯和车身控制）的 C 语言软件开发（16/32 位架构）；2.负责软件开发过程中相关文档的建立；3. 负责第三方软件和 AUTOSAR 组件的实现与集成；4. 分析和评估系统、功能项目要求；5. 负责详细的软件体系结构、软件需求的准备；6. 负责详细的软件设计编制（如 UML / Matlab / Simulink）；7.负责软件开发与欧洲团队的沟通和协调；8. 与 SW 验证紧密合作，包括审查测试规范，解决问题，支持测试准备工作…9. 符合、满足软件开发过程的质量要求（Automotive SPICE）；10.负责软件开发方面与客户的技术交流，并在项目设计阶段向客户提供车辆集成和测试驱动的技术支持；11. 评估、制作和提供新项目报价所需的软件开发资料；12. 对新技术推广的软件开发提供技术支持；13. 制作和优化软件开发的规范性文件；14. 协助用于产品测试和产线检测的功能性程序编写；15. 协助分析和解决电子类零部件出现的问题；16. 对质量部门体系评审中的嵌入式软件管理提供技术支持；17. 寻求技术创新和致力于现有产品中电子类零部件的成本优化和执行；
逆变器高级硬件或软件工程师,15-30k·15薪,苏州-虎丘区,3-5年,大专及以上,一、软件中高级工程师（DSP或ARM）岗位职责：  1、负责产品核心算法的编写及调试；   2、负责产品与上位机软件的通讯程序编写及调试；   3、负责制定产品软件系统可靠性测试方案；   4、负责追踪生产中，现场出现的软件问题，优化软件算法，弥补软件缺陷；   5、负责保管软件代码，流程图等文件，并做好保密工作。任职要求：1.本科学历及以上，年龄38岁以下；2.熟练使用TI C2000系列单片机，精通DSP的C语言编程经验；3.熟悉MPPT，锁相环，并网控制，离网控制等算法；4.熟练掌握产品的环路设计，数学模型建立；5.具有一定的电路调试能力和经验，有分析和解决问题的能力；6.逻辑严谨，主观能动性强，有较强的沟通能力。二、硬件设计工程师（中、高级）：职责描述：1、根据客户需求及电路设计规范，独立负责逆变器的硬件方案设计、原理图设计、PCB布局设计工作；2、负责电子元器件的选型、模块电路计算仿真与测试；3、负责PCB板级信号调试、验证、故障分析与整改工作；4、负责硬件电路的EMC与EMI测试、问题追溯、分析与整改工作；5、输出硬件电路接口文档，支持底层软件工程师进行硬件电路底层驱动软件、硬件测试软件的开发工作。任职要求：1、本科及以上学历，电子、计算机、通讯、自动化、电气等相关专业；2、3年及以上直接从事逆变器电子产品硬件研发工作经验，具有FMEA分析能力；3、熟练掌握电子电路的工作原理及电路分析计算能力；4、熟练掌握原理图及PCB设计工具软件（如Altium Desingner等）、电路仿真软件及电路模型建立，熟练操作各种检测测试设备，如数字万用表、信号发生器、示波器，频谱仪、网络分析仪等；5、熟悉电子产品电磁兼容性设计；
软件开发 在校/应届本科或硕士毕业生,5-10k·13薪,常州-新北区,经验不限,大专及以上,职责描述：1、入职即可享受专业的培训；2、在导师的指导下，学习汽车行业标准化的软件开发流程，体验项目实施过程，锻炼开发能力；3、根据专业方向和技术专长，学习公司的技术产品与技术架构，适当参与公司项目的软件开发、数据处理、软件测试或文档编写等工作；4、完成主管布置的其他工作。任职要求：1、在校生/应届毕业生，计算机技术与科学、软件工程、电子信息、自动化等相关专业；2、至少掌握一门编程语言（/C/C++/Java）；3、认真踏实、勤奋好学；4、有相关课题或实训项目经验者，优先考虑；5、至少能连续实习2-3个月以上，表现优异者可签订三方协议；6、致力于成为一名优秀的软件开发人员。招聘岗位：APP应用软件工程师          10名BSP嵌入式软件工程师      10名MCU嵌入式软件工程师     10名C++软件工程师                 10名
电气软件工程师,11-13k·14薪,苏州-工业园区,经验不限,大专及以上,我们正在寻找一名软件工程师，他可以承担使用Opcon（Opcon+）软件框架、售前支持和售后支持工作的项目的软件设计和调试工作。您的使命是为使用Opcon系统的客户完成项目阶段的软件设计、软件调试和现场调试，并为售后部门提供技术支持，确保设备的正常生产。您将有机会与我们的国际电气和软件工程师学习、分享和合作。主要职责：•支持销售部门提供技术解决方案。•为客户提供软件设计解决方案，并在客户端进行软件调试。•承担本项目的软件设计工作，德国与苏州之间的技术信息交流与沟通。•完成整个项目的软件调试工作。•为售后部门提供技术支持。•做好日常文件备份工作。•经理分配的额外任务。任职要求：•本科或以上学历，电气工业控制专业。•至少3年Opcon软件领域的经验（Opcon+更佳），丰富的PLC和HMI Opcon软件编程经验。•了解相关的机器设计标准，例如安全设计原则。•良好的沟通技巧，尤其是与外国同事的英语沟通。
软件测试工程师,10-15k·15薪,无锡,3-5年,本科及以上,职位要求：1.负责需求分析讨论与管理。2.能够根据项目计划制定相应的软件测试计划。3.参与测试策略、测试方案、测试用例的编写。4.测试中发现的问题能够准确定位并跟踪，推动问题及时合理地解决。5.熟悉常用的缺陷管理系统以及缺陷管理流程。6.参与需求评审、代码评审、测试用例与测试结果的评审。7.控制与管理软件的版本，编写发布文档，实施软件的发布8.完成领导安排的其他工作。任职要求：1.计算机软件相关专业，3年以上的软件测试经验，有编程基础，熟悉软件质量标准。2.熟悉软件测试过程，有意向软件测试工作方向长期发展。3.工作态度积极主动，责任心强，具有良好的沟通能力及团队合作精神。4.具有半导体设备软件测试经验者优先。5.熟悉应用软件自动化测试，了解自动化测试工具或框架者优先。6.熟悉使用C#，编写软件单元测试代码者优先。7.乐观开朗，能够承受一定的工作压力，学习能力强，能够积极主动学习，不断提高自己的技术水平。
嵌入软件工程师,15-25k·13薪,南京-雨花台区,1-3年,本科及以上,职责描述：1. 熟悉软件开发流程，根据系统输入文件编写软件需求书、软件设计方案、软件详细设计说明书、软件使用说明书等设计文档；2. 协助项目经理进行软件设计部分计划的编制，保质保量的按项目计划进行软件的设计开发；3. 按公司软件编程规范进行软件代码编写、功能模块设计、软件测试；任职要求：1. 本科及以上学历，自动化、电力电子相关专业；2. 一年以上嵌入式软件工作经验； 3. 熟悉C、C++编程；4. 熟悉列车通信网络（MVB、TRDP）；5. 熟悉常用现场总线（RS485、CAN）；6. 熟悉常用通信协议（Modbus、CANopen）；7. 了解IEC61131-3编程语言;8. 具有良好的沟通能力、团队合作能力。
嵌入式软件工程师--基础软件,12-20k,南京,1-3年,本科及以上,嵌入式开发 （基础软件）岗位职责：1）负责基础软件平台开发，负责底层驱动的开发和调试等相关工作2) 协助软件组其它开发工程师完成相关模块的设计；3) 协助软件测试工程师完成所负责模块的软件测试及验证；4) 负责相关软件需求、软件设计、测试规范文档的撰写。任职要求：1) 本科以上学历，计算机，数学，电子信息等相关专业2) 2年以上相关行业开发背景3) 熟悉汽车电子软件开发流程，精通嵌入式软件编程及平台软件优先4) 熟悉了解ISO26262相关规范优先考虑；5) 熟悉UDS诊断及DTC相关协议（ISO14229/ISO15765/ISO15031）等优先考虑。
嵌入式软件工程师,12-18k,苏州-工业园区,3-5年,本科及以上,技能要求：嵌入式，ARM，STM32，嵌入式Linux，RTOS，电路图岗位职责：1.参与产品开发，进行包括软件策划、软件需求分析、软件设计、软件编码、软件调试、软件验证及测试、软件维护等各项活动。2.按照公司流程，完成项目各阶段相关交付物。3.参与样机制作、调试、测试，参与技术评审、鉴定。4.跟客户、供应商及内部各部门沟通，确保项目的顺利完成。5.准备相关技术文档，完成技术专利申请、软件著作权登记等知识产权活动。6.协助主管完善开发流程，进行技术研究，开发技术平台，分享技术及经验等。7.完成主管或项目经理交付的其他任务。任职要求：1.计算机及相关专业，大学本科及以上学历。2.五年以上软件开发经验。3.熟悉软件开发流程。4.精通嵌入式Linux驱动及应用开发，熟悉Linux内核、Bootloader、文件系统制作裁剪、C/C++应用程序开发。5.熟悉硬件设计及调试，熟练掌握硬件调试工具及方法，熟悉常见Linux驱动调试：串口、Ethernet、CAN、声音、USB等等。6.熟悉ARM单片机开发，熟悉STM32、低功耗蓝牙应用，熟悉低功耗应用。7.具有开放创新的精神，能采用创新的方法解决工作中的问题。8.较强的软件设计能力、文档能力、问题解决能力、及学习能力。9.有责任心、独立工作能力强、时间观念强、有团队意识。10.良好的中英文沟通能力。
底层软件工程师,15-25k,盐城,3-5年,统招本科,职责描述：1、负责新能源控制器产品(VCU、BMS等)的底层软件开发；2、负责底层软件平台开发，包括软件架构、操作系统、协议栈、故障诊断等；3、负责底层软件平台测试，包括功能测试、动态测试和静态测试；4、负责制定应用层软件与底层软件的集成接口、负责软件的集成和发布； 5、负责控制器的网络管理及诊断功能开发设计6、负责底层软件开发和软件集成相关工具链的开发。任职要求：1、本科以上学历，电子技术、电气自动化、计算机等专业；2、5年以上底层软件开发相关工作经验；3、熟练掌握单片机、C语言等软件；熟练掌握相关编译工具；4、熟悉汽车电控系统控制原理，了解传感器、执行器和电控单元软硬件结构；5、有混合动力汽车（HCU）及电池管理（BMS）开发经验优先；
软件工程师,8-16k·15薪,无锡,1-3年,统招本科,1、承担软件开发任务，完成软件系统及模块的开发、维护、更新和优化；2、完成软件代码编写和技术文档编写；3、配合测试工程师完成软件系统和模块的测试；4、严格按策划的安排和质量管理体系的要求进行产品设计和开发，对所负责产品的设计质量负责；5、复核各阶段开发任务工作，确保设计和技术文件的完整性、统一性和正确性；6、适时进行风险分析，采取风险控制措施，确保所设计的产品对规定要求的符合性；7、建立设计和开发记录，包括设计更改的记录。任职资格：1、本科或以上学历，计算机软件工程专业或相关专业；2、精通C/C++等计算机软件程序设计；3、熟悉Microsoft Visual Studio C++软件开发环境；4、熟悉面向对象软件工程设计原理及方法；5、熟悉数据库原理，具有Microsoft SQL Server或者MySQL软件开发经验；6、具有良好的文档编写能力和英文阅读及书写能力；7、具有团队合作精神；8、具有以下条件者优先：计算机软件相关工作经验；Windows平台上使用C++语言进行软件开发经验。
软件工程能力（软工）专家,40-70k·15薪,苏州-吴中区,无,统招本科,岗位职责1. 作为软工变革总体组核心成员，参与公司级软件工程能力变革与建设，不断提升公司软件开发质量和效率，实现软件开发质量和效率的业界前列；2. 作为软工变革总体组核心成员，参与公司软件工程能力SP/BP的制定和落地；3. 作为软工变革总体组核心成员，从流程、度量、工具、平台、人员能力等多维度出发，结合外部顾问及内部现状，共创软件工程能力建设的系统方案；4.作为项目经理，主导流程、度量、工具、平台、人员能力提升等某个具体板块的持续提升；5.作为软工变革总体组核心成员，参与其它软工能力建设项目的各类DCP评审，并给出指导意见；任职要求：1.对软件开发中质量和效率的规律，有本质的理解。长期从事软件开发效率和质量提升的相关工作，相关从业经历不少于10年。能够了解软件工程能力业界状态，洞察业界发展趋势。2.对软件产品需求、开发、测试、运维等有丰富的实操经验，有实际代码开发及架构师经验的人员优先考虑。熟悉度量、自动化测试、持续集成、代码评审、架构设计与平台、共主干开发等实践。3.有较强的流程构建能力，熟悉IPD、CMMI、敏捷开发等相关流程，有成功的流程建设及推广经验。4.有较强的项目管理能力，作为项目经理，有多个成功的项目开发和交付经验。包括软件产品开发项目及软件能力提升项目。5.较强的沟通能力，擅长向上、向下及同级沟通。6.有较强的工具构建意识，熟悉业内工具发展趋势，包括需求管理、项目管理、自动化测试、单元测试、持续集成、代码走读等相关工具。7.为人追求卓越，团结协作，有大局观。
车身电子产品嵌入式软件开发工程师,20-30k·13薪,苏州-太仓,3-5年,统招本科,1、负责汽车行业相关车身电子产品（如BCM、DCM、SCU、PEPS、Sensor系列等）的软件架构设计、软件详细设计；2、负责嵌入式软件系统的需求分析和模块设计，策略设计、源代码白盒测试、debug问题分析解决，软件版本发布与管理；3、主导产品全生命周期软件问题管理、LL、知识维护管理等；4、负责输出软件设计开发和生产相关的完整交付资料，不断提升软件质量控制；5、相关产品软件系统方案设计、标准及专利等相关工作。任职要求：1、计算机、电子、通信或相关专业本科或以上学历；2、本科2年以上相关工作经验， 硕士1年以上相关工作经验，至少有2年以上的嵌入式产品软件开发经验；3、熟练掌握C/C++等编程语言，有较强的编程能力；具备NM、UDS、Bootloader及Eth，IO，Uart，I2C，SPI，Can，Lin等接口开发经验；4、熟悉ARM CoretexM0~M7等主流嵌入式微处理器架构和主流开发工具环境（如IAR、Source Insight、Keil5.0等）；5、具备基础的硬件知识，能看懂电路原理图，并熟练使用万用表示波器等测试仪器；6、负责软件架构和详细设计等相关技术文档撰写；7、熟悉软件项目的开发流程，有V model、CMMI、Aspice等经验优先；8、有较强的敬业精神和责任心，严谨、细致有耐心；良好的沟通能力和团队合作精神，具有较强的学习能力和洞察力。
主管级嵌入式软件专家,3-4k,苏州,10年以上,统招本科,"主管级嵌入式软件工程师（专家）	1	30-40		本科及以上	自动化、电子信息、通信工程等相关专业 	30-35k	苏州	""1、五年以上车载电子、电气、通信设备等行业相关岗位工作经验；2、精通C语言编程，有良好的模块化编程习惯，具备编码和撰写文档的能力；3、熟悉嵌入式系统软件开发，掌握至少一种嵌入式实时操作系统下的编程；4、熟悉软件开发流程及规范、体系结构，能够独立解决技术问题，有较强的创新意识；5、熟悉汽车CAN总线通信，掌握SPI/UART/IIC/RS485等各种通信接口的驱动编写；6、熟悉ARM嵌入式平台，具有Linux平台或者Cortex M3/M4/S32K平台开发经验；7、熟悉数字电路，具有一定的动手调试能力；8、有丰富的车厂前装TBOX、ADAS系统软件开发经验者优先考虑。""	""1、按照客户需求完成符合功能、性能和质量要求的软件开发和调试；2、参与项目需求分析，进行系统框架和核心模块的详细设计；3、学习掌握产品硬件平台各芯片使用方法，编写各主要器件的相关程序，并将器件的使用情况及时反馈给硬件设计工程师；4、理解产品的功能需求，设计软件的整体构架，编制软件的概要和详细设计说明；5、根据新产品开发进度和任务分配，开发相应的软件模块，调试与测试软件代码；6、整机的联合调试，与其他软件人员进行系统调试及整体性能测试，稳定性测试等；7、根据公司技术文档规范编写相应的技术文档；8、设备的维护与软件升级改进工作；分析处理市场及客户反馈的产品问题，改进产品；9、为市场、生产等部门提供技术支持。"""
高级硬件（硬件经理）/DSP/ARM软件,20-30k·18薪,苏州,10年以上,统招本科,高级硬件工程师1、负责光伏逆变器，储能逆变器的硬件设计，制定系统硬件设计方案，绘制设计原理图纸和辅助设计PCB版图；2、负责逆变器硬件电路参数的设计，产品元器件的选型和供应商的考察；3、负责逆变器的安规认证；4、负责制定与执行产品硬件系统测试方案；5、负责追踪生产中，现场出现的硬件问题，优化硬件设计，弥补硬件缺陷；6、负责保管硬件电路原理图，PCB文件，BOM等文件，并做好保密工作；7、按时完成项目负责人下达的各项工作任务。任职要求：1.有电力电子专业的硕士学历，或本科学历有3年以上电力电子研发经验；2.熟悉磁性元件的设计，功率器件的选型；3.熟悉各国认证要求；4.具有电路调试能力和经验，能够分析和解决遇到的问题；5.具有组串式逆变器或储能逆变器工作经验优先；6.逻辑严谨，主观能动性强，有较强的沟通能力。高级软件工程师    岗位职责：1、负责优化器/主控板的软件设计，制定系统软件设计方案，编写代码及调试验证；2、负责优化器/主控板的软件功能安全认证；3、负责制定与执行软件模块黑盒/白盒测试方案；4、负责追踪生产中，现场出现的软件问题，修复软件Bug;5、负责保管软件设计方案，流程图，源代码，测试方案及测试报告等文件，并做好保密工作；6、按时完成项目负责人下达的各项工作任务。任职要求：1.有电力电子专业或通信专业的硕士学历，或本科学历有3年以上电力电子或PLC通讯研发经验；2. 熟悉数字信号处理理论，有DFT/FFT算法开发应用经验3.具有丰富的软件调试能力和经验，能够分析和解决遇到的问题；4.具有优化器/光伏逆变器等产品软件开发工作经验优先，具有PLC通讯软件开发及应用经验优先5.逻辑严谨，主观能动性强，有较强的沟通能力。
软件集成工程师(盐城/上海),16-33k,盐城,3-5年,统招本科,职责描述：1、	负责控制器底层软件的技术要求和供应商管理2、	负责控制器底层软件和应用软件接口程序的开发3、	负责底层软件与应用软件的集成4、	负责代码审查并根据问题判别问题的归属方5、	负责软件发布及变更管理任职要求：1、本科及以上，计算机工程，计算机科学，电子电气，电子信息，软件工程等相关专业2、3年以上电控开发工作经验，有一定车辆底层嵌入式软件的开发相关工作经验 3、掌握C语言软件应用，熟练应用matlab软件建模4、熟悉车辆总线和车辆诊断5、了解车辆功能安全需求
