销售总监,20-30k,南京-建邺区,1年以下,本科及以上,岗位要求： 1、知识技能及综合素养  有较为体系的金融类工作经验，如券商、银行、信托、基金 公司、三方机构等金融产品销售、理财、产品经理、渠道经理等职位；  爱好金融行业，对财经新闻，经济趋势具很强的敏感性和分析能力，能有效捕捉到信息、 把握市场需求，准确判断关键时机并能处理复杂问题；  身体健康，坚韧乐观自信，自我驱动能力强，有良好的人际交往能力和工作热情，善于 与人保持稳定的交流互动关系。 2、工作目标  能在已积累的资源基础上，挖掘并开拓有效渠道、客户和投资机构，如银行、券商、三 方、机构投资者、个人合格投资者等，通过提供专业的产品咨询、信息服务等获得信任 及高满意度，形成持续、良好的交流互动及合作关系，达到推介公司、传输价值、发展 关系及资源整合的效果，获得有效客户来源。  根据产品策略，如个股精选策略、可转债策略，以业务目标和最终结果为导向，行动方 案清晰，能统筹规划产品及营销两端，高效达成新产品募集、持续营销，实现公司产品 规模不断增长增长。（公司合作案例及产品策略见公司简介） 3、工作能力  执行推动能力：理解上级或合作方意图，具有统筹思路，熟练使用办公软件、与工作相 关软件，快速高效率完成案头工作，并可带领他人高效执行。  学习分享能力：积极学习新业务流程、有助于提高工作效率的技能、参与外部培训，并 在部门或公司范围内分享、推广，快速掌握市场新热点、策略。  沟通协调能力：及时高效对外沟通，解决处理工作问题；在内部协作和支持事项中，能 够主动沟通和协调任务进度和质量；及时反馈和执行；积极协调不同意见，迅速达成一 致；追求合作效率，目标导向明确。 
法务经理,17-25k·13薪,南京-浦口区,5-10年,统招本科,岗位职责：合同及各类法律文件的起草与审查；为公司招标投标事务提供法律支持；参与各类纠纷、诉讼及非诉讼案件处理；参与投资、并购项目的法律尽调、交易架构设计、法律文件的起草和审核；交办的其他企业合规、证券等相关工作。任职资格：1、全日制统招法学本科及以上学历。2、五年以上企业法务工作经验。3、致力于企业法务工作，具有较强的执行力和抗压能力；勤于思考，勇于接受挑战。4、优先考虑：（1）拥有软件与信息服务行业相关法务工作经验的；或，（2）掌握投资/并购知识，并拥有实务经验的；或（3）掌握网络安全与数据合规知识，并拥有实务经验的。
就业专员,8-12k,苏州-工业园区,1-3年,统招本科,职责描述：1、协助制定或完善集团就业工作规划及相关管理制度；2、负责就业教育实施：编写和修订就业指导教材，开展就业教育，指导集团下属院校开展高品质就业工作；3、负责就业信息服务：拓展优质就业资源，建立世界五百强、行业百强等优秀企业（名企）资源库，收集需求信息，拓宽就业空间；定期开展集团就业工作分析，为集团发展及领导决策提供支撑。4、负责就业基地建设：培育北上广深等经济发达地区就业市场，建立校外就业地；5、负责建立和完善集团-学校-院系三级就业服务保障体系，协助做好集团下属院校来京就业毕业生的就业安排，指导、培训与跟踪。任职要求：1、本科及以上学历，职业形象良好、言谈举止大方、社交能力强；2、具有5年以上行业相关工作经验；3、熟悉高等教育行业的就业服务体系及操作流程；4、熟悉企业开拓、跟踪、维护及人才合作洽谈流程；5、具备大学生就业指导的专业能力，可独立讲授职业素养课程；
就业经理,18-30k,苏州-工业园区,5-10年,统招本科,职责描述：1、协助制定或完善集团就业工作规划及相关管理制度；2、负责就业教育实施：编写和修订就业指导教材，开展就业教育，指导集团下属院校开展高品质就业工作；3、负责就业信息服务：拓展优质就业资源，建立世界五百强、行业百强等优秀企业（名企）资源库，收集需求信息，拓宽就业空间；定期开展集团就业工作分析，为集团发展及领导决策提供支撑。4、负责就业基地建设：培育北上广深等经济发达地区就业市场，建立校外就业地；5、负责建立和完善集团-学校-院系三级就业服务保障体系，协助做好集团下属院校来京就业毕业生的就业安排，指导、培训与跟踪。任职要求：1、本科及以上学历，职业形象良好、言谈举止大方、社交能力强；2、具有5年以上行业相关工作经验；3、熟悉高等教育行业的就业服务体系及操作流程；4、熟悉企业开拓、跟踪、维护及人才合作洽谈流程；5、具备大学生就业指导的专业能力，可独立讲授职业素养课程；
档案主管,5-8k,盐城,1-3年,大专及以上,"职责描述：1、负责制定档案室工作计划，拟定档案管理办法,贯彻执行档案管理规章制度。 2、对档案室管理的各门类档案系统、准确、安全负有完全的责任。 3、对接收入库档案进行分类、整理、编目上架并编制检索工具，为公司生产经营提供信息服务;做好档案的借阅、利用效果的登记及统计工作。 4、对超过保管期限的档案提出存毁的初审意见，报分管领导审批。 5、做好入库档案保密和“六防”(防盗、防火、防鼠、防潮、防尘、防高低温)，以维护档案安全;定期对卷宗档案进行检查，发现问题及时解决。 任职要求：1、大专以上学历2、需要有二年以上档案管理工作经验 "
销售总监（三方方向）,25-45k·13薪,南京,无,本科及以上,一、岗位要求：1、有较为体系的金融类工作经验，如券商、银行、信托、公募私募基金、三方机构、财富管理公司等金融产品销售、理财、产品经理、渠道经理等职位，并积累了一定三方机构的人脉和资源；2、爱好金融行业，对私募证券类产品有较好的认知，有销售权益类产品的经历，对市场具有较强的敏感性和分析能力，能有效捕捉到信息、把握市场需求，准确判断关键时机并能处理复杂问题；3、熟悉三方机构的销售流程和客户特点，能快速整合有效资源并协调各项环节，达到产品落地和销售目标4、身体健康，坚韧乐观自信，自我驱动能力强，有良好的人际交往能力和工作热情，善于与人保持稳定的交流互动关系。二、工作目标1、能在已积累的资源基础上，挖掘并开拓有效的三方渠道和客户资源，通过提供专业的产品咨询、信息服务等获得信任及高满意度，达到推介公司、传输价值、发展关系及资源整合的效果，形成持续、良好的合作关系，促成公司产品落地和销售。2、根据公司产品线（个股精选策略、可转债策略），以业务目标和最终结果为导向，行动方案清晰，能统筹规划产品及营销两端，高效达成产品募集、持续营销，实现公司产品规模不断增长。
银行指定客服主管,12-24k,宿迁,经验不限,大专及以上,岗位职责： 1、向客户宣传、介绍公司产品，为客户提供咨询服务并促成成交，达成任务 2、收集、反馈时长信息及客户的建议 3、客户关系维护 4、参加公司组织的各项业务活动 5、遵守公司各项规章制度。任职要求： 1、有金融从业经历、营销工作经验及有客户资源者优先考虑2、具有丰富的信贷知识、营销知识3、较强的市场开拓能力、丰富的客户资源、良好的沟通能力薪酬福利与晋升发展： 1、平安集团正式编制，六险两金，无责底薪2500+有责底薪2000+优才还可以再加2000底薪 2、带薪假期：享受婚假、产假、病假、丧假、年假等3、节假贺礼：生日福利/重大节日福利/礼品/礼金等4、公司活动：定期团建活动、聚餐活动、绩优员工激励旅游等5、企业培训：素有金融业内黄埔军校的一对一带薪培训、新员工入职培训、部门培训、职能培训、专业技能培，具有好的培训和晋升机会6、职业发展：公平、公正的晋升通道，优秀人员入职 6个月即有晋升机会。
采购专员,6-8k,无锡,1-3年,大专及以上,1.组织产品运营，分析市场状况，根据分析结果，指导运营策划的制定和实施；2.国内锻造和贸易商潜在客户，方便后期进行询价和报价；3.了解行业内相关竞争性产品的监测和预警；4.工作时间8:00-17:00，双休，享受国家法定节假日；综合薪资5000-10000，欢迎成员加入！
锻件质检,5-8k,无锡,5-10年,学历不限,职责描述：1.对锻圆锻件质检行业有相对经验；2.会运算成本，会看图纸，会量锻件尺寸，做过探伤热处理的，持证上岗人员优先考虑；3.有驾照，熟练驾驶汽车；4.公司早8晚5，双休。
销售经理,10-13k,无锡,1-3年,大专及以上,职责描述：1.组织产品运营，分析市场状况，指导运营策划的制定和实施；2.对锻造商和其他锻造贸易商进行信息整合，对于潜在客户，以便后期进行询价和报价；3.了解行业内相关竞争性产品的监测和预警；4.工作时间8:00-17:00；综合薪资7000-12000；任职要求：对钢材锻圆锻件有销售1-3年销售经验的。
团队经理,20-30k,南京,3-5年,大专及以上,岗位职责：1、以专业的金融理财知识和经验，带领团队为高净值及超高净值客户提供资产保值、增值及其它资产配置服务；2、 根据总公司整体发展战略规划，制定并执行分公司业务开拓策略；3、 依据分公司总体发展需要，组建并优化团队，指导并培训员工开展相关业务活动，确保团队稳定并做到业绩达标；4、 宣导和实践公司企业文化，制定有效的分公司管理制度，以确保管理的规范性，确保让员工感受到公司的凝聚力，保证核心骨干的稳定；5、 熟悉当地市场环境并能进行有效分析，全面负责分公司在当地的市场合作与宣传，提高公司品牌在当地的知名度和信誉度。任职要求：1、本科以上学历，金融、经济、管理等相关专业优先；2、 具有8年以上从业经验，3年以上信托机构、银行理财、券商投资、知名三方等相关管理经验；3、具备相关从业资格，具有CFA、CFP等资格证书者优先；4、 具有较强的经营管理能力，具备5人左右年人均管理规模8千万以上的高端从业人员团队；5、具有良好的行业口碑，无不良违规记录。我们为您提供：高底薪+高提成+管理津贴+五险一金+年终分红+总裁津贴+各项补贴、5A级办公环境合规、专业、丰富的产品线合伙模式分红可观强大后台支持定期开展高端专业培训+高端会议+商学院研修完善的员工福利—带薪年假、节日福利、积分商城奖励、总裁班研修机会全方位的员工关怀弹性工作时间
城市总经理,30-50k·14薪,南京,3-5年,大专及以上,岗位职责：1、以专业的金融理财知识和经验，带领团队为高净值及超高净值客户提供资产保值、增值及其它资产配置服务；2、 根据总公司整体发展战略规划，制定并执行分公司业务开拓策略；3、 依据分公司总体发展需要，组建并优化团队，指导并培训员工开展相关业务活动，确保团队稳定并做到业绩达标；4、 宣导和实践公司企业文化，制定有效的分公司管理制度，以确保管理的规范性，确保让员工感受到公司的凝聚力，保证核心骨干的稳定；5、 熟悉当地市场环境并能进行有效分析，全面负责分公司在当地的市场合作与宣传，提高公司品牌在当地的知名度和信誉度。任职要求：1、本科以上学历，金融、经济、管理等相关专业优先；2、 具有8年以上从业经验，3年以上信托机构、银行理财、券商投资、知名三方等相关管理经验；3、具备相关从业资格，具有CFA、CFP等资格证书者优先；4、 具有较强的经营管理能力，具备5人左右年人均管理规模8千万以上的高端从业人员团队；5、具有良好的行业口碑，无不良违规记录。我们为您提供：高底薪+高提成+管理津贴+五险一金+年终分红+总裁津贴+各项补贴5A级办公环境合规、专业、丰富的产品线合伙模式分红可观强大后台支持定期开展高端专业培训+高端会议+商学院研修完善的员工福利—带薪年假、节日福利、积分商城奖励、总裁班研修机会全方位的员工关怀弹性工作时间
团队总监,35-45k,苏州,3-5年,大专及以上,岗位职责：1、以专业的金融理财知识和经验，带领团队为高净值及超高净值客户提供资产保值、增值及其它资产配置服务；2、 根据总公司整体发展战略规划，制定并执行分公司业务开拓策略；3、 依据分公司总体发展需要，组建并优化团队，指导并培训员工开展相关业务活动，确保团队稳定并做到业绩达标；4、 宣导和实践公司企业文化，制定有效的分公司管理制度，以确保管理的规范性，确保让员工感受到公司的凝聚力，保证核心骨干的稳定；5、 熟悉当地市场环境并能进行有效分析，全面负责分公司在当地的市场合作与宣传，提高公司品牌在当地的知名度和信誉度。任职要求：1、本科以上学历，金融、经济、管理等相关专业优先；2、 具有8年以上从业经验，3年以上信托机构、银行理财、券商投资、知名三方等相关管理经验；3、具备相关从业资格，具有CFA、CFP等资格证书者优先；4、 具有较强的经营管理能力，具备5人左右年人均管理规模8千万以上的高端从业人员团队；5、具有良好的行业口碑，无不良违规记录。我们为您提供：高底薪+高提成+管理津贴+五险一金+年终分红+总裁津贴+各项补贴=五百万以上年薪5A级办公环境合规、专业、丰富的产品线合伙模式分红可观强大后台支持定期开展高端专业培训+高端会议+商学院研修完善的员工福利—带薪年假、节日福利、积分商城奖励、总裁班研修机会全方位的员工关怀弹性工作时间
城市总经理,50-60k·14薪,苏州,3-5年,大专及以上,岗位职责：1、以专业的金融理财知识和经验，带领团队为高净值及超高净值客户提供资产保值、增值及其它资产配置服务；2、 根据总公司整体发展战略规划，制定并执行分公司业务开拓策略；3、 依据分公司总体发展需要，组建并优化团队，指导并培训员工开展相关业务活动，确保团队稳定并做到业绩达标；4、 宣导和实践公司企业文化，制定有效的分公司管理制度，以确保管理的规范性，确保让员工感受到公司的凝聚力，保证核心骨干的稳定；5、 熟悉当地市场环境并能进行有效分析，全面负责分公司在当地的市场合作与宣传，提高公司品牌在当地的知名度和信誉度。任职要求：1、本科以上学历，金融、经济、管理等相关专业优先；2、 具有8年以上从业经验，3年以上信托机构、银行理财、券商投资、知名三方等相关管理经验；3、具备相关从业资格，具有CFA、CFP等资格证书者优先；4、 具有较强的经营管理能力，具备5人左右年人均管理规模8千万以上的高端从业人员团队；5、具有良好的行业口碑，无不良违规记录。我们为您提供：高底薪+高提成+管理津贴+五险一金+年终分红+总裁津贴+各项补贴=五百万以上年薪5A级办公环境合规、专业、丰富的产品线合伙模式分红可观强大后台支持定期开展高端专业培训+高端会议+商学院研修完善的员工福利—带薪年假、节日福利、积分商城奖励、总裁班研修机会全方位的员工关怀弹性工作时间
售前工程师,8-15k,南京-浦口区,5-10年,大专及以上,岗位职责：1、负责公司产品在推广、运营、销售等环节的产品支持工作；2、负责公司产品所在行业的行业调研、竞品分析等工作；3、负责销售（BD）的内部产品培训；4、负责整理客户需求，并给出解决方案；5、负责国内500强大客户的方案支持工作。任职资格：1、大专以上学历，自动控制、计算机及信息服务相关专业优先；2、2年以上为客户提供解决方案的工作经验；3、具备良好的信息化系统集成、软件开发和实施项目售前方案撰写能力、良好的沟通协调能力和宏观思维能力，思路清晰，条理清楚；4、具有扎实的文字功底，能够独立撰写技术方案书和投标书，具有水务行业信息化项目的投标、讲标经验；5、能及时准确地把握行业客户需求，善于引导客户，有较强的售前意识和客户服务意识；6、担任过OA系统集成、信息化系统实施、软件开发应用类大中型项目的项目经理和咨询顾问优先；7、适应短时间出差。
java高级工程师,26-40k,无锡,3-5年,学历不限,深入理解业务需求，努力为平台提供架构设计2. 主导业务、技术改造类项目的设计、分析和设计工作，承担核心功能、公共核心模块的代码编写3. 跟进核心项目，接口规范制定，技术文档编写，确保项目进度和质量4. 主导团队开发人员code review工作，并能提供性能优化、安全性建议5. 针对新人进行有效辅导，帮助其快速成长岗位要求：1. 本科以上学历，5年以上Java开发经验、2年以上大型互联网项目架构设计经验。2. 精通JAVA语言，基础扎实，对JVM有深入理解，具备高质高效的编写代码和设计能力。3. 熟悉阿里云等平台架构，精通Spring系列、微服务架构、消息队列等常用技术。4. 熟悉Redis等缓存技术；熟悉MySQL、MongoDB等数据库，并能进行合理数据结构设计及性能调优。5. 有大型信息服务、电商支付等类型项目经验优先，掌握自然语言处理、推荐引擎等算法优先。6. 具备分布式的设计思路，熟悉敏捷开发流程，具有良好的编码风格。有产品思维，能充分理解用户需求。7. 较强的执行力，较好的团队内部协调能力，及需求部门间沟通能力。8. 有创业激情，对新技术有热情（大数据、人工智
私募基金销售经理,10-15k,南京,经验不限,大专及以上,岗位职责：1、能在已积累的资源基础上，挖掘并开拓有效渠道、客户和投资机构，如银行、券商、三方、机构投资者、个人合格投资者等                             2、通过提供专业的产品咨询、信息服务等获得信任 及高满意度，形成持续、良好的交流互动及合作关系，达到推介公司、传输价值、发展关系及资源整合的效果，获得有效客户来源。                     3、根据产品策略，如个股精选策略、可转债策略，以业务目标和最终结果为导向，行动方 案清晰，能统筹规划产品及营销两端，高效达成新产品募集、持续营销，实现公司产品规模不断增长增长。任职资格：1、本科及以上学历，有较为体系的金融类工作经验，如券商、银行、信托、基金 公司、三方机构等金融产品销售、理财、产品经理、渠道经理等职位；                                                   2、爱好金融行业，对财经新闻，经济趋势具很强的敏感性和分析能力，能有效捕捉到信息、 把握市场需求，准确判断关键时机并能处理复杂问题；
客研经理/主管,20-30k,苏州,10年以上,统招本科,职责描述:1、完成项目城市的市场调查、研究及项目定位策划，编制高质量的可行性研究报告;2、进行市场调研工作，形成市场调研报告及产品、客户、价格定位;3、针对提案项目进行市场调研;组织、配合完成专项市场调研报告的撰写，同时提供其他的市场信息服务。4、收集、整理、分析和跟踪有关市场研究、影响区域项目发展的有关政策、信息和资料;
销售总监,16-25k·24薪,南京,经验不限,大专及以上,1、在已积累的资源基础上，挖掘并开拓有效的三方渠道和客户资源，通过提供专业的产品咨询、信息服务等获得信任及高满意度，形成持续良好的合作关系，促成公司产品落地和销售；
