新材料专家,薪资面议,南通-海门区,3-5年,博士,职责描述：针对船舶与海洋工程装备、能源及物流装备领域完成如下工作，1) 协助首席或主导识别相关应用场景对新材料的要求，确定关键技术规格；2) 协助首席或主导对接新材料资源并完成在给定场景下的应用研发和产品设计、整体技术方案。3) 协助首席或主导管控完成新材料所必须的试验和第三方认证，完成产品所必须的试验和第三方认证。4) 协助首席或主导管理公司新材料相关业务孵化，相应进行项目的可行性研究编制立项报告。5) 负责对外沟通，制定项目计划及项目管理，确保项目推进进度。管理与外部合作伙伴之间的合作，管理与集团其他板块、利润中心和部门之间的合作。6) 依托负责的实际业务，主导项目科研管理、科研类项目的申报。说明：基于新材料（各类合金类，非金属类等）的各类业务指：复合材料板材类（包括直升机平台、船体甲板等）、复合材料方舱类（包括生活舱室、营房、运维舱等各类居住模块等）、复合材料管和罐类（包括油气存储罐、油气管道、风机塔筒等）、绿色环保防污涂料研发等。任职要求：1) 学历要求：博士学历，低于所要求学历资格但工作经验和背景突出者亦可入围。2) 专业要求：船舶海洋工程、机械工程、结构、土木、力学、材料等相关专业背景。3) 专业技能： 对船舶海工装备、能源及物流装备、交通运输装备、土木等领域的总体方案设计、结构设计与分析、新材料应用、项目合作等内容有一定的技术成果和项目经验。4) 工作经验：3年以上同领域工作经验，有复合材料相关技术工作经验、业务开拓经理、科研项目工作经历者优先考虑。
新材料公司总经理,90-120k·14薪,连云港,无,统招本科,任职要求：1.根据集团战略规划，组织落实公司年度工作计划和经营计划;2.负责建立健全公司组织体系和工作体系，推进公司内部管理制度化、规范化、流程，维护内部管理系统正常运行;3.主持公司日常工作，组织实施公司各项规划和计划，带领团队达成项目建设及生产目标;4.处理重大突发事件;5.协调和建立与外部相关单位的各方关系，确保公司良好的外部环境.任职资格：1.45-55岁，本科及以上学历，化工/管理/机械类专业;2.20年以上大型化工企业生产管理工作，其中5年以上超过100亿规模企业全面生产管理经验;3.熟悉化工产业格局和发展趋势，熟悉企业运营管理模式和工作流程;4.通晓化工企业管理知识，具备生产、安环、工艺、设备等方面的知识，了解公司产品技术知识;5.具有卓越的领导能力、判断与决策能力、人际沟通能力、影响力、计划与执行能力;6.卓越的职业素养，具有团队精神，责任心强，能承受压力和接受挑战。
新材料开发降本高级工程师（接线盒）,8-13k,常州-新北区,经验不限,本科及以上,1、负责光伏组件新材料（接线盒\连接器类）项目立项，样品制作，性能及可靠性测试，中大样投产及材料量产切换工作；负责项目可靠性测试、中大样投产过程中的异常处理、原因分析及解决；如实、全面的收集测试数据和报告，汇总实验结果2、对接采购、质量、车间等部门，推动材料项目的进度实施，推动降本项目指标完成3、更新和维护材料开发导入流程，制定材料技术规格标准，并持续优化4、协助其他部门对材料的管理和维护，比如材料技术支持、料号维护、材料来料不良、客户投诉、产品失效分析等5、负责领导交待的其他工作任务1、具备1年及以上光伏组件技术相关工作经验人员，有本岗位或材料开发工作经验者优先2、学历本科及以上，材料、高分子、物理、化学、电子等专业3、了解光伏组件产品、工艺、设备及材料等光伏组件产品常规知识，具备较强学习能力，可较快进入工作角色 4、会使用常用的office办公软件，有良好的数据分析及处理能力  5、性格开朗稳重，为人诚实友善，责任心强，动手能力强，善于思考，能与相关部门保持良好沟通 6、能严格遵守公司及部门各项规章制度
改性新材料（非织造布）市场营销总监,50-80k·14薪,苏州,10年以上,硕士及以上,"改性新材料营销总监1、负责产品市场拓展与渠道维护管理；2、制定销售策略，带领销售团队完成公司销售指标；3、营销团队带头人，负责体系建设和管理""	1、硕士及以上学历，博士研究生学历优先；2、高分子材料、高分子工程、化学类、 材料科学（含熔喷材料、非织造材料）等相关专业；3、5年以上国内外知名企业营销管理经验""优势薪酬70W+对标公司：国外公司的：杜邦、埃克森、巴斯夫、壳牌这样的知名企业，或者这些企业在中国的代理商；中石油、中石化"
新材料开发资深工程师,15-25k,无锡-江阴,3-5年,统招本科,岗位职责：1. 负责前瞻性电池材料开发，收集和整理相关文献信息，并对文献内容进行可行性分析。2. 参加行业会议，收集和整理材料开发进展和供应商信息。3. 进行先进锂金属电池的试制和测试工作，识别锂金属电池体系风险和重大课题。4. 与外部机构进行合作，申请材料项目，进行锂金属电池试制，形成专利。5. 负责成立先进材料项目组，对重大课题进行攻关。任职要求：1.硕士以上学历，材料学，电化学，化学相关专业。 2.具有英文文献阅读和总结能力。3.有参加过电化学，材料类大会，做过汇报资料（大会发表资料 or 大会板报），有国家或省级项目申请经验为佳。 4.具备良好的电化学基础，了解锂金属电池的基本原理。5.可以适应加班。现场跟进实验。6.有责任心，具备较强的创新能力。
招聘专员（常州华威新材料有限公司）,5-8k,常州-钟楼区,1-3年,大专及以上,岗位要求：1、大专及以上学历，人力资源管理等相关专业；2、一年以上招聘工作经验，招聘渠道和资源开拓经验；3、工作积极主动，责任心强，抗压能力强，有良好思维及沟通表达能力。岗位概述：一、招聘模块1.根据公司发展需求，确定下一年度人员编制。2.根据人员编制展开一线员工及管理人员的相关招聘工作：自2018年入职以来，一线员工共招聘入职622人，管理人员共招聘入职51人。3.通过专业人才网站，发布职位信息，并对投递的简历初步筛选。4.参加校园招聘及校园宣讲会，参与的学校：常州大学、江苏大学、江苏科技大学、常工院、盐城工学院、常州信息等本科及专科院校。5.寻求人才市场、招聘机构的合作，规范并执行校园招聘计划。对各人才市场、各大高校招聘会的预定、招聘、简历初步筛选与面试。6.收集应聘简历，进行初步筛选，组织安排面试，对录用人员办理相关入职手续。所有应聘人员的简历存档管理，建立应聘人员信息库，进行人才储备。7.负责招聘手机的运营及招聘海报与招聘易企秀的制作。8.统计汇总日常招聘数据，并根据相关招聘数据进行分析。9.负责下一年度招聘计划的编制。二、培训模块1.根据公司人才培养规划和培训需求调研，协助上级编制公司年度培训计划。2.负责每月外部培训机构对接，确定每月培训参加人数及课程。3.组织并实施公司的年度培训计划，跟进各项培训，并整理好相关培训资料。4.负责对新入职员工《员工手册》、《安全三级教育》、规章制度的入职培训。三、员工关系模块1.负责员工入离职的办理。离职手续的办理需做好离职面谈记录。2.负责建立和管理人事档案、员工花名册、NC系统的维护，及时更新员工信息和资料。3.及时跟进新员工入职情况（若有大批量新员工入职，则会每天去车间进行跟进）。4.负责员工转正、调动、合同续签及退休等相关手续的办理。四、文控任职期间兼做文控：1.主要负责新文件版式的审核及收发。文件的分类存放、文件回收及记录、文件作废或销毁及文件受控管理。2.负责本部门一些文件的更新及修改。五、其他相关事宜1.协助薪酬绩效专员进行社保的缴纳等相关工作。2.负责公司节日礼品的发放，如：每月生日福利、节日礼品等等。3.年会筹建。4.其他行政相关事务。
人事部经理（常州华威新材料有限公司）,6-10k,常州-钟楼区,1-3年,大专及以上,岗位要求：1、 大专及以上学历，工商管理、人力资源等相关专业；2、 3年以上人事行政管理工作经验；3、 熟悉劳动法规及相关政策法规；能确保通过人力资源体系的有效运行，为公司人事管理提供强有力的资源与支持；岗位概述：1、负责制度建设，包括年度人力资源规划和规章制度。2、负责人力资源招聘与培训工作，包括人才战略与配置、招聘流程、人才培训、人才晋升机制和职称评定。3、负责薪酬绩效与福利工作，包括薪酬方案、薪资核算与审核、绩效和福利。4、负责后勤管理的相关工作，包括食堂、宿舍，人员、车辆出入，厂区卫生，行政设施维护管理。5、负责厂区安全管理和环保管理。6、负责厂区的废品处理。7、负责厂区的其他事宜，包括证书管理、户外拓展、年会筹办与领导交办的其他临时性工作任务。
生产主管（常州华威新材料有限公司）,7-15k,常州-钟楼区,3-5年,大专及以上,岗位职责1、全面控制、协调生产部门的人员管理及各项生产活动；2、下达生产计划和任务，安排和控制生产作业进度；3、跟踪生产情况、产品需求、生产过程、产值目标等，按时完成生产目标；4、及时对生产异常做出反应，发现问题及时追踪，并提出合理化建议；5、参与提高生产效率和改善产品质量的行动计划与实施；6、监控规范操作方法，确保生产现场的安全和清洁；7、负责员工的管理、培训和培养。任职资格1、大专及以上学历，专业不限；2、三年以上企业基层管理工作经验，有同行业从业经验；3、掌握相关法律知识，熟悉生产流程，精通生产管理知识；4、具备较强的品质管理、流程优化、统筹组织和沟通协调能力，有很好的分析问题和解决问题的能力；5、有较好的领导和组织协调能力、沟通能力、执行能力等；
设备工程师（常州华威新材料有限公司）,6-8k,常州-钟楼区,1-3年,大专及以上,岗位职责：1. 负责生产设备的安装、调试、维修、维护保养管理工作，保证生产顺利进行； 2. 汇总设备运行情况，制定可行的维修、维护保养方案，降低设备故障率； 3. 完成公司设备规划，协助采购完成设备选型，组织人员对新设备进行安装调试和验收； 4. 制定设备维护保养计划并组织实施，负责设备日常点检工作的落实； 5. 制定设备改造、改善计划并组织实施，协助处理设备外修工作； 6. 负责日常生产设备消耗零件及备件、工具管控工作； 7. 及时完成上级主管交办的工作。 任职要求：1. 大专及以上学历，机加工设备维修及管理3年以上经验；2. 掌握机械加工及机械电器原理，并具备设备机构改造能力；3. 熟悉电器控制自动化（PLC编程）；
品质工程师（常州华威新材料有限公司）,5-10k,常州-钟楼区,1-3年,大专及以上,"岗位职责：1. 产品生产过程中的质量监控和改进，对质量异常及工艺变更做跟踪验证；2. 寻找关键控制节点, 确保生产环节的符合质量要求；3. 出具各类质检工作报告；4. 负责不合格品的控制与处理，包括跨部门问题的反馈与沟通；5. 促进质量改善，包括问题的分析和处理。岗位要求:1. 大专及以上学历，有相关行业工作经验者优先；2. 熟练使用常用办公软件；3. 诚信务实，有及时发现问题和解决问题的能力；4. 乐于学习，善于学习，具有较强的执行力。"
模具工程师（常州华威新材料有限公司）,5-8k,常州-钟楼区,经验不限,大专及以上,任职资格：1、大专及以上学历，电气自动化、机械等相关专业，有光电单位工作经验优先考虑2、1-3年相关工作经验，懂发那科系统，懂简单编程（VB C++ 等）优先3、动手能力强，能适应转班，学习操作精密加工设备4、性格温和，善于沟通岗位职责：1、负责精密模具的加工及清洗2、负责研磨及喷砂设备的操作
新材料行业经理,20-30k·20薪,苏州,经验不限,统招本科,职责描述：1、参与制订行业销售目标，进行分解、组织实施与达成；2、制订产品市场推广与销售策略，实施与反馈，完成既定目标；3、负责新材料领域的销售管理，大项目攻关，提升赢单率。任职要求：1、本科及以上学历，三年以上仪器销售经验；2、熟悉新年材料行业采购特点与流程；3、有团队管理或产线管理经验者优先；4、适应频繁出差。
新材料行业经理,20-30k·20薪,南京,经验不限,统招本科,职责描述：1、参与制订行业销售目标，进行分解、组织实施与达成；2、制订产品市场推广与销售策略，实施与反馈，完成既定目标；3、负责新材料领域的销售管理，大项目攻关，提升赢单率。任职要求：1、本科及以上学历，三年以上仪器销售经验；2、熟悉新年材料行业采购特点与流程；3、有团队管理或产线管理经验者优先；4、适应频繁出差。
新材料应用开发经理,15-20k,苏州,5-10年,本科及以上,"职责描述：1、负责市场应用研究，提出应用创新以惠及客户并带动公司产品以及解决方案的创新, 实现价值销售；2、与客户一起，利用自己产品知识专长，帮助客户改善生产工艺以提高生产效率和良率；3、利用现有或者创新方案帮助客户改善产品设计或者性能；4、帮助产品研发团队开发市场需要的产品；5、解决客户生产中遇到的问题；6、与团队一起处理客户产品相关的投诉；7、提高客户满意度和忠诚度，提升公司品牌形象，建立优异的市场口碑；8、发掘新机会，与客户决策者建立良好的客户关系；9、与销售一起在品牌厂商或者客户的研发设计部门认证公司材料；10、协助在重要客户处获得首选供应商地位；11、获取市场以及竞争信息，及时与团队分享；12、与科研院所和相关协会建立定期沟通机制，有选择性的建立合作伙伴关系，互利共赢；13、利用工作和公司资源努力提升自己，在公司内部以及行业中赢得专家级声誉14、负责新技术应用开发部门规划及管理工作任职要求：1、化学、材料等专业，本科或以上学历；2、有相关行业技术从业背景，对新材料在3C电子、新能源领域应用比较熟悉；3、极强的学习能力钻研精神4、基本的商务敏感度和协调谈判能力5、有冲劲，自我管理能力强，有紧迫感，优秀的书面和口头沟通能力6、团队精神"
市场主管/经理（化工新材料专业）,10-25k,常州-武进区,3-5年,本科及以上,职责描述：1.负责公司聚烯烃产品的市场分析和行情监控，定期编制市场分析报告和行情监控报告2.负责丙烯的市场分析和行情监控，，定期编制市场分析报告和行情监控报告3.负责PO及其他丙烯下游的市场分析和市场调研，定期编制市场调研报告4.根据工作需要，协助完成部门的其他工作任职要求：1.全日制本科或本科以上学历，化工、材料、高分子等相关类专业2.化工行业3年或3年以上市场分析经验，具有相关分析报告的编制经验3.具备化学品市场分析工作经验，有聚烯烃、烯烃的市场分析经验优先4.具备数据分析能力，熟悉市场研究的方法论5.具备良好的组织、沟通、协调能力，富有进取精神和团队合作精神
项目申报主管（化工新材料行业）,8-10k·14薪,常州-武进区,3-5年,统招本科,职责描述：1.开展政府项目申报、以及各类奖项申报，并组织申报材料2.研究各级政府和合作单位对人才、研究和平台项目的申报要求3.负责与各级项目申报主管部门的沟通，提前确定申报计划和要求4.产品申报管理，组织产品注册申报和标准准备案工作5.上级领导或上级部门交办的临时性工作任务任职要求：1.全日制理工本科以上学历2.熟悉政府项目申报流程及要求3.思维缜密，逻辑性强，性格开朗，具有较强的沟通能力和应变能力4.具有良好的个人形象、较强的文字功底和良好的表达能力与协调能力5.熟练运用各种通用的办公软件6.耐心细致，积极主动，有进取心和责任心
新材料开发降本工程师（玻璃方向）,8-12k,常州-新北区,经验不限,本科及以上,职责描述：1、负责光伏组件玻璃类项目的立项，样品制作，性能，可靠性测试、户外实证测试，及材料量产切换工作；负责项目测试、量产过程中的异常处理、原因分析及解决；如实、全面的收集测试数据和报告，汇总实验结果 2、对接采购、质量、车间等部门及供应商，推动材料项目的进度实施，推动降本项目指标完成3、更新和维护材料开发导入流程，制定材料技术规格标准，并持续优化4、协助其他部门对材料的管理和维护，比如材料技术支持、料号维护、材料来料不良、客户投诉、产品失效分析等5、负责部门材料类认证项目申请及进度跟进  、管理工作6、负责领导交待的其他工作任务任职要求：1、具备1年及以上光伏组件技术相关工作经验人员，有本岗位或材料开发工作经验者优先2、学历本科及以上，材料，无机非金属材料，材料化学，半导体等专业3、了解光伏组件产品、工艺、设备及材料等光伏组件产品常规知识，具备较强学习能力，可较快进入工作角色      4、会使用常用的office办公软件，有良好的数据分析及处理能力                                                                                                                                                       5、性格开朗稳重，为人诚实友善，责任心强，动手能力强，善于思考，能与相关部门保持良好沟通6、能严格遵守公司及部门各项规章制度
新材料投资总监,100-120k·13薪,宿迁,10年以上,统招本科,一、项目开发：1、根据公司整体战略规划及发展需求，进行战略分析，协助制定业务发展实施规划；2、负责研究、编制、执行年度投资计划、项目投资计划以及资本计划；3、研究对标企业投资发展路径，结合公司自身优势建立标的库；4、负责与外部机构进行战略合作谈判，制定并实施与外部机构的战略合作方案，与战略合作方保持良好关系。二、业务投融资：1、根据公司发展需要，与各金融机构对接，制定相应的投融资解决方案并拓展投融资渠道，测定成本与收益，制定投融资计划，满足资金需求或研发成果的产业转化；2、负责或协调已投资项目的投后管理和项目的退出，监控和分析投资项目的经营管理；负责产业并购及资本运作。三、部门管理：四、其他临时性工作
研发工程师（新材料）,8-10k,苏州-工业园区,1-3年,本科及以上,岗位职责1、负责新材料的开发、研究、及应用； 2、负责新材料的制备、成型等研究；3、负责技术开发、工艺和设备设计研究；4、负责该岗位的KPI指标达成；5、完成领导交办的其他工作。任职要求1、研究生以上学历，应届生亦可；2、有相关水处理材料研究背景及成果者优先；3、具备材料科学与工程等方面扎实的理论知识；4、较强的工程实践和创新研究能力。
新材料研发工程师,25-35k,常州,经验不限,硕士及以上,岗位职责：1、包括新材料的合成及性质研究、相关应用研究，开发原料及相应应用产品2、组织新材料从小试到中试的全流程开发及相关应用产品的小试到中试的全流程开发，为产业化生产做准备3、相关应用主要针对石墨烯相关应用、新能源领域、涂料涂层领域、催化剂、复合材料等领域任职要求：1、硕士五年以上工作经验/博士2、主要工作或者研究经历，是石墨烯材料应用、涂料应用、新能源材料等3、过往工作经历中，有给别人提供过技术服务或者科研代工服务的优先考虑
新材料板块-纤维开发资深工程师/主管/经理,10-20k·13薪,苏州-相城区,3-5年,统招本科,岗位职责：1、通过对原材料、织造工艺、染整与后整理加工等分析计算出面料成本，指导报价；2、研发阶段可以对开发的面料可能存在的问题与潜在的风险进行风险评估，避免量产过程中出现风险；3、负责与材料厂商、助剂厂商、织厂、染厂、后整理工厂的联络，了解行业动态与开发方向；4、负责组织解决开发中出现的问题并提出解决思路与方案，对产品标准参数进行设定与做风险评估；5、负责将研发资料及时按规范录入ERP系统、整理归档和交接，安排下单、对账与申请付款；6、能够关注和快速响应客户不断变化的需求，提供专业的服务，竭尽全力帮助和服务客户，为客户创造价值；7、在与供应商、客户的日常沟通中，采用有效的沟通技巧，妥善处理好与供应商、客户的关系，协调与调用各种相关资源配置，促进开发生产的顺利完成；8、熟悉各种相关面料物性定义、基本的测试方法，能根据客户需求做出最基本的物性判断，但是对于相对专业的物性，需要通过测试数据进行分析评估。9、负责或配合开展生物基聚酰胺、聚酯短纤维生产及管理，短纤维产品的开发；10、切片纺和熔体直接纺短纤维生产工艺和设备条件的研究，短纤维生产技术管理和产品品质控制等。任职要求：1.工程师要求具有本科学位，并具有3年以上聚酰胺、聚酯短纤维生产技术及管理相关专业工作经历；适应出差；2.专业学科为高分子材料、化学纤维或纺织相关专业；熟悉纺织短纤维产品与市场，熟练掌握各类办公操作软件；3.熟悉熔融短纤维纺丝等相关设备及其操作，聚酰胺、聚酯短纤维差异化及功能性产品开发，熟悉聚合物及短纤维基本性能测试分析方法；4.责任心强，具有认真严谨的工作态度，良好的沟通及团队合作能力。
