commentor_name,comment_text,create_time,like_count,reply_number
风间大魔王,有些男的真的没进化完全给电竞圈抹黑是吧,2021-11-07 02:57:46,28,1
LJJUNJIE,别了吧 我朋友圈有几个被警察叔叔抓去了 还有在宿舍窗户跳下去的,2021-11-07 02:19:54,33,0
要早睡的XQ,别影响别人了,2021-11-07 02:17:20,26,0
甚绝,说的对，别让电竞为你们的素质背锅！！,2021-11-07 02:31:11,25,0
小粉毛是子惜吖,咱就是说，虽然夺冠了很激动，但大家好歹都做个正常人吧！正常人现在都在激动抹泪攒皮肤钱！,2021-11-07 02:30:06,24,0
昀莓朵朵,幸亏今天edg赢了，不然输比赛出来骂得也是这些人,2021-11-07 02:28:41,26,0
失无所失Be_fearless,真的有够离谱的，今年奥运拿了那么多金牌也没见这么群魔乱舞的，就这还让别人让政府部门怎么看待电竞。,2021-11-07 02:41:41,23,0
呆头呆脑丸,粉丝行为偶像买单,2021-11-07 03:20:04,11,0
绮户忆流年,真的，昨晚睡着之后，凌晨一点多被对面男生宿舍一群狂喊“EDG牛逼”的吵醒了，喊了十多分钟，你们不睡别人也要睡啊，md，烦都烦死了,2021-11-07 08:03:00,21,0
想养一只狗狗和可达鸭,按这个趋势明年就没lpl赛区啦,2021-11-07 03:00:19,14,0
Taylorack,大喊大叫已经够了 吃💩 喝马桶水跳楼互殴的我是真的不能理解还有互艹的,2021-11-07 02:26:38,18,0
小陈的曦曦子,笑死,2021-11-07 02:16:55,9,0
来我心里睡一下,不是你带的头吗，立flag,2021-11-07 02:57:11,13,0
英雄联盟,#7号的EDG#真是太棒了非常理解大家此刻激动的心情，也看到大家的#edg夺冠flag#了，在此撸妹儿也要特别提醒大家一定要理性庆祝，安全防疫，遵守公共秩序，杜绝任何涉黄涉赌违法不文明的行为，更不要做伤害自己或他人的行为，我们还要一起好好庆祝#EDG夺冠#呢,2021-11-07 02:32:50,5,0
你学位证有啦,庆祝的同时请保持理性,2021-11-07 02:58:09,6,0
柳玥吖,挨投诉了吗宝？,2021-11-07 02:18:05,5,0
提莫委员,拒绝离谱flag，传播真正的团结友爱、永不放弃竞技精神！,2021-11-07 08:43:32,0,0
·豆乳玉Kylin·,不问问你是怎么营销这场比赛的？,2021-11-07 02:46:00,12,0
奶思兔米柚_,主要感觉之前营销搞得太多了，造成现在的局面,2021-11-07 11:45:32,3,0
积羽之灵,整体素质在那，理性不了。,2021-11-07 08:26:38,4,0
-皮皮皮呀-,跟风真的duck不必,2021-11-07 02:55:14,4,0
法令纹是他的命啊,赶紧和饭圈学，开除那些脑残，他们不是粉丝。不然就要买单了。,2021-11-07 05:01:45,5,2
赵啊呜啊呜,噗,2021-11-07 02:26:16,0,1
予想以上,男的真是太吵了！,2021-11-07 02:20:55,10,0
雨后狂笑,？？？国旗杆上升edg队旗是不是犯法了,2021-11-07 02:50:16,11,0
牛奶泡草莓曲奇,降国旗升edg旗的你是有多恨edg啊！还有跳楼裸奔的，真的，大可不必,2021-11-07 02:43:29,15,0
叶秘书的小跟班·,那些过分出格的。。明天怕不是要登上新闻头条。。,2021-11-07 02:17:53,5,0
五花肉切片丶丶,EDG牛逼！,2021-11-07 02:17:09,2,0
JJJJJoy1004,大晚上叫的，还在评论里上升到国家荣耀的，你在家里加油助威人家连听都听不见，不过是满足自己为了自己发泄情绪罢了，1点被持续噪音吵醒这是没报警，报了警得给警察叔叔添多少乱，麻烦看下民法典，法律都是禁止大晚上喊的，评论区合理化扰民的，你连法律都蔑视了，还好意思道德绑架别人！,2021-11-07 08:56:20,10,0
晴晴幸运子,一点多了在这叫吠 要不要那么没素质呀[太開心][太開心],2021-11-07 08:06:29,5,0
明妃不好,我反正支持清朗这帮魔怔人,2021-11-07 03:58:12,6,0
因为是团团呀,忙着开香槟忙着抽奖呢蹭热度的疯p适可而止吧,2021-11-07 02:59:51,3,0
一手edg一手果子狸,可是他们根本不是粉丝啊，都是一群蹭热度的 巴不得edg输呢,2021-11-07 05:11:31,5,0
超蓝破忒头,谁能管就是说 我前两年中国夺冠都没见过这么说lowb😅,2021-11-07 02:49:42,5,0
谜萌,我这辈子都没见过那么多的裸男和奶子上写字,2021-11-07 02:48:42,7,2
_老实男孩,别他妈奶子上写EDGNB了 谢谢！🙏,2021-11-07 02:18:42,8,0
薄荷咖啡瞄,裸奔 违法,2021-11-07 02:17:11,8,0
雨世qs,七点上班晚上被吵到两三点，我现在住的地方是一个学校职工楼，里面挺多年纪大的爷爷奶奶，昨天晚上一两点隔壁爷爷奶奶来拍我家门，两个老人大晚上裹着一堆衣服以为外面地震了在喊还不忘拍我家门叫我赶紧出去，一瞬间真的挺心酸的，年纪大的人根本不懂这些，他们半夜听到外面吼成这样真的会很无助很害怕,2021-11-07 08:34:16,10,0
85号百里夫人,看评论区这才是真的电竞粉吧，会为了喜欢的战队克制自己文明上网，昨天的妖魔鬼怪都什么垃圾,2021-11-07 08:10:25,5,0
玉山蓝,电竞的热血≠口嗨≠没礼貌没素质没道德没三观没脑子,2021-11-07 08:09:02,3,0
极品风流地主,和朋友约定了，edg赢了请她吃饭饭,2021-11-07 03:31:47,2,0
幸运小狗8,别用热血激动给你的扰民一系列疯批行为找借口了,2021-11-07 02:43:13,3,0
La_La_Luckily,有些人就是完全看不懂，就是为了蹭热度，搞一些低俗的事，不信明天抓到局子，请一个很专业的人去采访这类人就知道了。low爆了！,2021-11-07 02:20:27,5,1
zHAO5xu,网上的视频跟民风淳朴的哥谭市一样 夺冠成了一群人乱来的借口,2021-11-07 15:09:33,1,0
saltedmixednuts,昨天晚上比赛赢了美滋滋睡了 一早起来怎么这么多辣眼睛玩意 有的人真的一点自制力都没有吗不懂得是非好坏的？借着这个由头作恶 没良心的吗？,2021-11-07 10:59:08,1,0
Lay某人很佛很菜,活了这么久不知道我有同学是“电竞粉”，昨天晚上一下子全“现身”了，就很牛逼。,2021-11-07 09:35:49,2,0
笑着挨打,评论说那些都不是真粉丝的真是笑到我了 这几年真粉丝下头的还少吗 本电竞圈九年老粉在饭圈混了两年 感觉饭圈正常多了就是说,2021-11-07 08:00:36,3,0
张幺姬Zora_,我们！！！是！！！冠军！！！！lpl狂欢夜！！！！,2021-11-07 03:33:35,1,0
咩夸厨,一律当魔怔人帆船喽,2021-11-07 03:32:20,1,0
小仙-喵喵喵,真不需要这样蹭热度的庆祝，有些根本就看不懂比赛，赶紧洗洗睡吧,2021-11-07 03:20:59,1,0
捏吗个b,太多哗众取宠的了,2021-11-07 03:03:13,1,0
Lyw_7,你妈啊 我单身三年可咋办啊 😅,2021-11-07 02:48:34,1,0
棉花糖爱情,我们等了六年，我们是冠军，恭喜EDG夺冠,2021-11-07 02:41:58,2,0
孤独的尽头是自由o,大家理性！好多估计都是蹭流量热度的。,2021-11-07 02:37:52,2,0
九龙坡区霸王,电竞圈部分电竞粉着实太可怕 也不应该光整顿娱乐圈追星人啊,2021-11-07 02:33:10,1,0
是一只圈养猪,哈哈哈哈哈哈哈哈哈哈都在那兑现承诺呢,2021-11-07 02:23:38,1,0
拥抱soso的体温,恭喜EDG！！,2021-11-07 02:22:22,2,0
抠脚蛙,别给EDG招黑 别犯病 正常庆祝不要搞变态行为求求大家了,2021-11-07 02:19:37,3,0
笑Cu258,确实,2021-11-07 02:17:57,2,0
我会写个锤子字,我在心里大声尖叫！,2021-11-07 02:17:34,2,0
小陆小陆英明神武,韩国双c必须有含金量啊,2021-11-07 02:17:15,4,0
-Rejoicee,真棒太棒了,2021-11-07 02:17:03,2,0
不烦人的圈,咱说一点钟夺的冠，两点钟还在叫是不是有病,2021-11-07 08:08:53,5,0
李知恩的球球,捏妈，我一个不打游戏的人半夜被对面男生吵醒三次，点开空间朋友圈倒立洗头的就算了，裸奔的贱不贱呐大晚上的整得我想吐,2021-11-07 08:07:01,9,0
不吃萝卜爱吃兔叽,再这么发酵下去 国家又要批评电子竞技了,2021-11-07 03:10:44,3,0
哼哼哈嘿Dr咔-taptaptap,还有那种打支持dk的   这是犯罪！,2021-11-07 08:04:02,1,0
洲洲没睡呀,魔怔人别脏了冠军,2021-11-07 03:33:58,2,0
泽爹今天喝可乐了吗,裸奔犯法裸奔犯法裸奔犯法,2021-11-07 02:43:46,4,0
就想当小公主,那些裸奔的啥啥啥的是不是真的想陪吴签去过生日啊就是说我真的很不理解了真的！平常说话没个准信的 现在说啥倒是积极的不像样,2021-11-07 02:25:13,4,0
一棵腐透了的杉树,别太疯，有点素质,2021-11-07 02:25:11,2,0
养只金毛叫佩佩,我们学校已经安静了,2021-11-07 02:21:25,1,0
Sugar_suh,@大电竞eSportsFocus 别接扰民投稿了,2021-11-07 02:17:32,1,0
不要躺着会变得不幸,恶臭，夺冠不是个人没素质的理由,2021-11-07 08:23:04,3,0
一小只雯华,顶顶顶顶顶顶顶顶顶顶顶顶！真的太离谱了！,2021-11-07 03:00:02,1,0
oyyyy今天也在嗑CP,请尊重选手 尊重队伍 不要拿获胜的喜悦当没素质的遮羞布,2021-11-07 02:27:17,5,0
每天问一遍熬夜为什么会快乐,不要影响别人危害社会 正常点吧,2021-11-07 02:20:51,6,0
把爱烧成枫,大家保持理性哦,2021-11-07 02:18:29,2,0
自然·之力,非理性应援的人全部开除粉籍笑死我了,2021-11-07 20:17:09,2,0
不读书的人就容易输,看到一句话：搞不懂一些人，为什么一定要以作践自己的方式，庆祝别人夺冠呢【好有道理,2021-11-07 12:22:59,2,0
爱吃瓜的猹bbc,电竞公🐶贱的慌,2021-11-07 11:20:45,6,0
1987holic,太害怕了，我头一次见过扰民违纪这么理直气壮的，拿国家当挡箭牌的，疫情聚众游行不戴口罩的,2021-11-07 10:43:47,3,0
潇湘女儿,真不理解那些看个比赛能把隔壁楼的人都吵起来的第五局都打到几点了，不要用热血电竞的名号去掩盖自己没素质的本质好吧,2021-11-07 09:38:55,3,0
麻生奈奈可,而且不能说哦，看到有几个人发言能不能小点声就被攻击得体无完肤，大半夜吼叫，裸奔还有理了……素质太差了,2021-11-07 08:31:24,4,0
RicardoM路,别太过了真的 发发朋友圈微博就行了 别整扰民的 败坏电竞圈名声,2021-11-07 08:09:46,4,0
一手edg一手果子狸,理智庆祝，真淀粉已经在n刷回放了，蹭热度的假粉丝只会仗着夺冠的名头干自己一直想干而又不敢干的事罢了,2021-11-07 06:09:20,3,0
木盒子里的花生,赶紧把热度降下来吧！,2021-11-07 03:22:29,2,0
wxddpar,我吐了 一个晚上见识到各种裸奔 乱/lun 甚至说sha人的 疯了这是？？？,2021-11-07 03:02:14,4,0
哮天是只狗,救命，精神病院今天能收治多少病人嗷大家理智一点,2021-11-07 02:21:38,3,0
weirdo冰激凌,有些真的看不下去了，借着冠军的由头发神经吧,2021-11-07 02:19:35,4,0
谢MZ,真正热爱电竞的人，要么同好友下半场宵夜庆祝，要么独自狂刷最新消息和网友分享喜悦，要么打开客户端见证半夜排队盛况，在峡谷开启狂欢...而那群秀无下限行为的，估计很多连队员的名字都喊不齐，“EDG牛逼”不过是发泄癫狂或蹭热度的借口罢了，未来国足进世界杯时，吃💩的扰民的还会是他们,2021-11-07 12:33:22,1,0
Qian_Cherry,朋友圈突然多了一堆淀粉就tmd的离谱粉冠军虽然说也没毛病，但是lol根本不懂的就让人很容易尴尬啊，你发个妹扣的照片说喜欢，我说恭喜田野大满贯，你问田野是谁🙃这就很尬了,2021-11-07 12:10:28,1,0
等啵啵修勾回家,笑死你们影销搞过了，一堆人跟风，列表同学没几个玩lol的，昨天edg直接刷屏空间，全是要裸奔的,2021-11-07 11:37:00,2,0
永远喜欢EDG,edg牛逼,2021-11-07 11:29:55,1,0
软小软洋洋,还有女的在大奶子上写edgnb呢,2021-11-07 11:29:25,1,0
指尖之yuan,他父母要是看到他儿子裸奔，他女儿奶子写字会啥感想？,2021-11-07 11:18:43,1,0
芋泥味的咩,理性庆祝 不要乱搞 什么裸奔跳楼舔马桶达咩,2021-11-07 11:14:57,1,0
喵呜n_n,学人家饭圈营销结果是东施效颦，真是活该呀腾竞,2021-11-07 09:41:10,1,0
Freedonotm,有些人脑子确实有点问题,2021-11-07 09:30:06,1,0
雪糕糕糕糕糕-,颇有当年借着爱国游行打砸抢那味了,2021-11-07 09:04:16,2,0
宋祁言cuttte,现在粉圈竞圈一样烂了，咱也别整那谁比谁高贵的了,2021-11-07 08:56:12,1,0
·迷情因子,这辈子没见过那么多裸男还有朋友圈空间爆刷edg牛逼的，我想问有多少是真喜欢的？大部分跟风狗罢了,2021-11-07 08:55:55,1,0
蜜桃四季春少冰少糖,发疯的都不是粉丝吧 估计是借个由头蹭热度然后干一些疯狂的事情 把没素质当成骄傲,2021-11-07 08:50:03,1,0
咋来来的心,我屎都吃了还在乎怎么庆祝？,2021-11-07 08:37:04,1,0
Jassica小甜橙,人家赢了拿奖金拿钱，有荣誉，你又能拿什么呢，我觉得疯子式庆祝的真的闲的，天天玩游戏的要么是有钱有本事的，要么是啥也没有的又穷又没本事的大学生，考研的人还在为考研发愁，真不知道那么激动的发疯有什么意思,2021-11-07 08:30:24,1,0
金牌铲屎官,这不正是你想要的么？真是又当又立,2021-11-07 08:29:44,1,0
呆桃LYR,我们学校有倒立洗头的，还有吃s的，有视频，男生宿舍晚上一直嚷嚷，学校老师都知道了，我们女生晚上都去班里拿电脑回宿舍看,2021-11-07 08:26:52,1,0
夜见大,宿舍楼一两点钟不睡，吵得睡不着谢谢你，以后不许这样了,2021-11-07 08:26:08,1,0
梵高先生不会画画,是世界冠军哦,2021-11-07 08:22:41,1,0
谁是谁的养乐多,吃💩的看了吗？？？？？,2021-11-07 08:19:21,2,0
拥抱云彩,他遵守个屁，一点半还在拼命叫,2021-11-07 08:14:43,3,0
冬之蜉蝣,我们理性庆祝，你们快出皮肤,2021-11-07 08:10:54,1,0
--648,你劝他们理性  他们展现野性,2021-11-07 08:06:55,1,0
高尔机先生,RNG牛逼！！！666我的宝贝,2021-11-07 08:03:49,1,0
盖亚七号,对夺冠这件事，本路人觉得应该支持，但有些大半夜在宿舍走廊里边跑边喊的，有毛素质吗,2021-11-07 08:00:57,1,0
御姐黄裕洁,到处都是edg,2021-11-07 03:43:52,1,0
TRACER13,理性庆祝嗷,2021-11-07 03:07:42,1,0
皖霖慕农,疯子快睡吧求你们了,2021-11-07 02:53:53,2,0
愿重新开始,别再给明年的亚运会留下话柄,2021-11-07 02:48:10,1,0
腰佩名刀秋水,恳求警察同志，对扰乱治安 ，制造噪音，制造垃圾的人，按照法治法规严肃处理，违法乱纪就是违法乱纪，他们有玩的自由，警察也有管的职责。,2021-11-07 02:41:57,3,0
都鹿鹿,那些不理性庆祝的，你去看，绝大部分都不是edg粉丝，不是赛前嘲讽的就是跟风的理性哦,2021-11-07 02:33:05,1,0
我想和你一起看星空,那哪得行啊，那些非人类能做出来的事情不得故意靠这个事情来甩锅嘛,2021-11-07 02:29:04,1,0
八岁天才法王,好多蹭热度的网红 离谱,2021-11-07 02:25:46,2,1
Mu-toy,确实啊很多大一大二的下周期中考试呢,2021-11-07 02:24:28,2,0
机智的瑞森sama,丢人丢到全世界，本来高高兴兴,2021-11-07 02:20:32,4,0
EDGViper3,老子就是世界冠军 懂不懂连斩两个lck含金量?,2021-11-07 02:17:36,1,0
Niice2cuii,好不容易电竞的接受度提上去了 现在跳楼的 裸奔的 吃💩的都出来了 这么疯 难道又想回到那种一提游戏电竞就被别人说害人无意义的时候吗？？？？？？,2021-11-07 11:22:24,2,0
不爱吃帕尼尼_,宣泄情怀不要建立在别人的痛苦上，谢谢,2021-11-07 08:27:37,2,0
努力用心的我,裸奔的宿舍肛交的坦胸漏乳的广场跳裸舞的还有边口边直播的的这些人是的真的疯了,2021-11-07 08:26:31,1,0
鲜芋常温1分糖S,……宿舍区的大学生真真太狠了我们昨天晚上被吵的差不多两点才睡,2021-11-07 08:20:00,1,0
一天三顿吃麻瓜,被一群神经病吵醒，还以为楼下喝多了差点报警,2021-11-07 08:15:00,1,0
苶晓曉,笑死 各个群里喊完EDG牛逼刷完77777以后 果奔吃翔甚至开车视频满天飞真尼玛恐怖,2021-11-07 08:14:32,2,0
找五毛零钱,真的有大病吧，太过了点，这样只会给本来值得庆祝的事情抹黑，败光路人缘,2021-11-07 08:13:39,2,0
士多啤梨冰-,那些发疯的真的没几个是淀粉啊 真正的淀粉都在回看和流泪 哪有时间发疯！,2021-11-07 03:15:46,1,2
雨后狂笑,还有在国旗旗杆升edg旗子的，这犯不犯法啊？,2021-11-07 02:37:58,2,0
秋天森林雨木屋,理性点，别把电竞圈搞臭了,2021-11-07 02:26:03,2,0
对你没期待jiuzheyangba,,2021-11-08 22:34:27,0,0
千冰雅,理性庆祝，比如野性庆祝,2021-11-08 12:54:04,0,0
旺仔朱朱糖,是的呢,2021-11-07 22:54:37,0,0
昀莓朵朵,尼玛的我越想越气，晦气玩意儿离edg远点行不行,2021-11-07 22:19:42,0,0
谭谭药师·陈情,所有人举起双手，把元气还给王一博🤲🤲🤲🤲🤲🤲 所有人举起双手，把元气还给王一博🤲🤲🤲🤲🤲🤲 所有人举起双手，把元气还给王一博🤲🤲🤲🤲🤲🤲 ,2021-11-07 21:22:36,0,0
杨师傅爱你呦,年轻人要控制住自己，成熟一点理性一点。,2021-11-07 16:53:27,0,0
AllenYang0715,脑子不对的那些人就别丢人现眼了，互联网可不是法外之地,2021-11-07 16:51:32,0,0
PersiaCyrus,违背公序良俗的人能不能寄了呀,2021-11-07 13:53:40,0,0
rascal是不会自己倒水吗,遵守秩序吧,2021-11-07 13:17:21,0,0
鱿姬,真的差不多得了 一群沙口发疯让人利用 开局一张图内容全靠编 又挑起了一波男女对立,2021-11-07 12:19:58,0,0
老王敷着面膜跟我逛大街,支持,2021-11-07 11:59:50,0,0
mikeoxhuge,给了个机会让我明白了身边哪些是疯批。,2021-11-07 11:43:14,0,0
隔壁老陈头_,你被盯上了,2021-11-07 11:29:58,0,0
JOHNISMAN,请各位召唤师理性庆祝，遵守秩序，同时遵守防疫政策！,2021-11-07 11:28:57,0,0
白愔_Corrine,真的别招黑了蹭热度也别这么搞,2021-11-07 11:11:13,0,0
一只独自美丽的柠檬精,嗐 还是保持下基本的理智吧,2021-11-07 10:27:47,0,0
苏音nice,@_嚴yan 看评论,2021-11-07 10:09:06,0,1
Ytonyyi,真的太疯了有些人🙏,2021-11-07 09:44:32,0,0
忧郁险境,撤热搜了吗？,2021-11-07 09:17:26,1,0
Rubin-z,都是小学生行为…….,2021-11-07 09:16:42,0,2
Ttl丶丶,好多不是LOL的玩家蹭热度，烦死了给我们招黑,2021-11-07 08:47:08,0,0
忱忱什么都不知道,要不然你来普法吧，深夜扰民是违法行为，快发这条，我被折磨得不行,2021-11-07 08:43:41,1,0
西雅圖的午後,转发微博,2021-11-07 08:26:10,0,0
家柿秋荻争登场,有人裸笨,2021-11-07 08:23:04,0,0
张欢free,有个女生盆友昨晚说，如果我们赢，她宁愿单身十年,2021-11-07 08:23:01,0,0
忘了要吃糖,在公共场所裸奔违法的哟,2021-11-07 08:21:29,0,0
德云花花永远爱源华,嗯嗯！！好的！,2021-11-07 08:20:24,0,0
加藤東山,不知道为什么edg一赢，隔壁两个男酮就开始互殴，一边互殴一边问彼此“我对你不好吗？”,2021-11-07 08:17:20,0,0
小謝今天不餓啦,好多说裸跑的，真的裸跑了 ,2021-11-07 08:17:13,0,0
槐槐槐QVQ,热搜少买点都不至于如此,2021-11-07 08:16:53,1,0
畸形童,比过年都热闹,2021-11-07 08:16:11,0,0
永远热爱姜云升_,虽然只是跟风看 但是整场比赛确实有点燃 edg牛逼,2021-11-07 08:14:23,0,0
Agathazyy,pyq看到朋友说明天考试 晚上两点多了还有人在楼下喊,2021-11-07 08:11:39,0,0
专业养余KUN,有些人真的很nc服了大半夜不睡觉吵死了,2021-11-07 08:11:35,0,0
七月下的小太阳_,好棒！,2021-11-07 08:11:23,0,0
是我们的酷盖呀,好哒,2021-11-07 08:10:48,0,0
可爱的大运河女孩,,2021-11-07 08:09:14,0,0
JUNGKOOK夏浅,有些人不知道在干啥……,2021-11-07 08:08:35,0,0
你怎么知道我是自然卷,别的我不管，那个昨天说倒立螺旋360度吃💩的你必须兑现！,2021-11-07 08:07:45,0,0
XXX-Sherry,笑死我了，不是粉丝单纯凑热闹看的！但是为国争光是真的🐮🍺,2021-11-07 08:07:19,0,0
沉吟至今_a,很好，我一点多被吵醒，男寝疯掉了，两点多才消停，两点睡七点起，早课一上午，会猝死,2021-11-07 08:06:38,0,0
小郭是个漂亮姐姐,那些裸奔 跳楼的太过了 爹妈白养那么多年了 还有吃💩的真没法看,2021-11-07 08:05:48,0,0
花花爱睡懒觉,都给我上线！！！,2021-11-07 08:03:26,0,0
源氏食品,100份辣片已经在抽了！！！,2021-11-07 08:02:49,0,0
MissMbubu,N一大堆立flag的小伙伴呢，这会看你们的表演了,2021-11-07 08:01:26,0,0
跟着小叶买好房,哎呀妈，好多年没玩过了，edg是中国的战队吗？,2021-11-07 07:58:02,0,0
倒头睡不醒不睡头倒,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,2021-11-07 07:57:57,0,0
所以我王菲,大晚上的真不让人睡觉，讨厌,2021-11-07 07:57:48,0,0
原味_甜甜圈,只希望别大半夜尖叫疯了一样,2021-11-07 07:56:36,0,0
Vvlcan,小心新华社给你背刺,2021-11-07 07:56:03,0,0
取名什么的烦死惹,我们是冠军,2021-11-07 03:53:12,0,0
理性废柴,蹭热度no，偏激no，没脑子no,2021-11-07 03:50:09,0,0
GaryIsComing,理性庆祝，别蹭 没梦想就去睡觉，别瞎立,2021-11-07 03:12:58,0,0
一大碗莲子粥,突然冒出那么多粉丝，跟搞笑一样,2021-11-07 03:11:09,0,0
酸奶纪实美学,就是啊……,2021-11-07 03:08:52,0,0
临武之家,跳楼的   什么都有 ,2021-11-07 02:59:08,0,0
袹天_,ig和fpx夺冠那会也没这么lowb啊,2021-11-07 02:50:50,0,0
RNG夏季赛冲冲冲,擦边的，搞黄色的，打人的，裸奔的，跳楼的，总有人借着EDG夺冠做自己想做的事,2021-11-07 02:50:20,3,0
97阿_,真看吐了 多少有点玷污了 要不是这些人我们也不能知道原来有的人可以丢人到如此没底线,2021-11-07 02:49:41,0,0
人民电竞,#理性庆祝EDG夺冠# //@EDG电子竞技俱乐部: 感谢大家的支持，请大家注意理性庆祝，遵守秩序哦！,2021-11-07 02:48:45,0,0
江白Alkaid,好耶！,2021-11-07 02:48:40,0,0
小诚同学·,理性观赛，理性庆祝,2021-11-07 02:48:06,0,0
CaiYTi-,正常一点吧 恐蝻了,2021-11-07 02:47:58,0,0
