海滩上的水母，死了 但没完全死，不能碰！！,585.1万,15.2万,1180,1788,2278,总弹幕数1008,"['科学3分钟', '水母', '海南博物志', '澳洲斑点水母', '博物杂志', '博物']"
自动扶梯那排毛刷，真正用途！不要再用它刷鞋了！,517.7万,22.8万,2393,3619,3905,总弹幕数2481,"['冷知识', '科普', '趣闻', '知识分享官', '围裙板']"
熬夜的好处，你知道的太晚了,513.7万,40.3万,11103,20.1万,7.1万,总弹幕数6578,"['健康', '科学3分钟', '熬夜']"
堪比特效大片！跨越3000公里，带你看放慢1300倍下的闪电⚡️⚡️,483.7万,62.0万,6475,3.2万,59.7万,总弹幕数2.6万,"['地理', '科学', '摄影', 'vlog', '科普', '知识分享官', '自然', '物理', '超高速摄像机', '闪电']"
一个小男孩把150颗维生素软糖当做早餐，这是他的骨头发生的变化,476.3万,15.1万,5435,1.2万,2.8万,总弹幕数1.8万,"['4K', '健康', '科普', '知识分享官', '知识', '医学', 'chubbyemu']"
20秒让鼻子通气,389.2万,31.0万,4883,5.6万,4.2万,总弹幕数1407,"['冷知识', '健康', '趣闻', '实验', '生命', '鼻子不通', '医生', '鼻塞', '鼻炎', '感冒']"
一个困扰科学家的古老谜题：为什么意大利面不能折成两段？,354.5万,21.9万,3769,2972,2713,总弹幕数2176,"['冷知识', '科学', '科普', '趣闻', '科学3分钟', '脑洞', '物理', '实验', '意大利面', '涨知识', '趣味知识']"
【医学博士】后背、下巴全是痘怎么办？I 身上的痘痘如何治疗？,350.2万,19.6万,3996,1.8万,4.5万,总弹幕数8487,"['健康', '科普', '搞笑', '知识分享官', '情感', '青春痘', '沙雕', '脱发', '刮胡子', '毛囊炎']"
梅毒：一经感染，标记终身,335.1万,14.4万,10957,3.5万,9177,总弹幕数9898,"['传染病', '感染', '梅毒', '性疾病']"
【基德】除了阳痿，新冠后遗症还有哪些？,326.8万,11.6万,5424,8.4万,1.9万,总弹幕数1.2万,"['健康', '知识分享官', '新冠']"
哪些症状是真正的猝死信号？不同程度的症状如何区别补救？-【冷却报告】,294.4万,15.7万,9214,7.0万,6.2万,总弹幕数7810,"['健康', '知识分享官', '自救', '心脏', '猝死', '熬夜', '心悸', '加班', '胸闷', '心慌']"
是“鬼打墙”还是真实存在？揭秘神奇的埃舍尔楼梯间,291.7万,2.1万,388,141,1187,总弹幕数483,"['科学', '科普', '趣闻', '自然', '原创', '数学', '彭罗斯阶梯', '物质', '维度', '揭秘']"
【医学博士】18岁以后还能长高吗？I 熬夜会影响身高么？,291.4万,26.7万,8322,2.5万,12.8万,总弹幕数2.3万,"['健康', '搞笑', '知识分享官', '情感', '社交牛逼症', '男生女生向前冲', '沙雕', '熬夜', '增高', '传统手艺']"
【毕导】如何冲出没有奶豆豆的完美牛奶？冲完后，我悟透了……,285.0万,25.2万,6349,1.3万,9.4万,总弹幕数9.3万,"['地理', '科学', '科普', '化学', '知识分享官', '实验', '物理化学', '牛奶', '奶', '表面化学']"
展示我这些年来做的部分笔记,282.2万,27.7万,3037,1362,9179,总弹幕数5207,['#记录是什么']
没有对比就没有伤害Ⅱ,278.2万,18.8万,517,511,626,总弹幕数671,"['冷知识', '趣闻', '大脑', '知识', '对比', '猎奇', '有趣', '肌肉', '冥王星', '霸王龙', '黑猩猩']"
小伙只想去空军部队蹭个饭，最后竟然开上战斗机？？,275.9万,26.7万,2528,4647,13.6万,总弹幕数1.2万,"['航空', '知识分享官', '全程高能', '中国空军', '知识', 'VLOG', '人文历史', '影视飓风', '啊吗粽', '918全民国防教育日']"
垃圾桶里凭空冒出来的小飞虫到底是什么？,271.8万,17.8万,3450,4290,1.6万,总弹幕数3895,"['冷知识', '科普', '趣闻', '知识分享官', '生活', '花小烙', '苍蝇', '垃圾桶', '果蝇']"
卧底瞳代三个月，我来告诉你美瞳有多少坑。,266.3万,33.5万,12281,13.6万,28.8万,总弹幕数1.2万,"['美瞳', '科普', '隐形眼镜', '彩片', '硅水凝胶', '瞳代', '知识分享官', '先看评测', '微商', '水凝胶']"
中国从哪里来？——以地理的视角,263.1万,26.4万,2349,2.7万,25.7万,总弹幕数1.3万,"['地理', '科普', '知识分享官', '动画', '中国', '自然', '青藏高原']"
苏联的“人猿杂交”实验，为实验献身的5名女性，后来怎么样了？,262.3万,5.6万,356,1635,2.7万,总弹幕数5901,"['生物', '苏联', '女性', '原创', '生命', '实验', '人猿杂交', '打卡挑战']"
如果男生一辈子禁欲会发生什么？,260.5万,8.1万,4833,1.6万,3560,总弹幕数1763,"['数据可视化', '冷知识', '心理学', '科学', '人文', '趣闻', '知识分享官', '生活', '日常', '脑洞', '打卡挑战']"
机械齿轮VS粉碎机，谁才是“最强王者”？网友：遇到劲敌了！,254.0万,2462,54,7,179,总弹幕数7,"['知识分享官', '奇趣', '粉碎机', '实验', '科技', '知识', '解压']"
水流不动？！时间静止？！,249.0万,7.8万,1891,2241,3682,总弹幕数1120,['知识分享官']
将200斤的水气球在楼顶推下，落地的一瞬间，网友：强迫症福利,243.4万,1939,22,9,117,总弹幕数8,"['科学', '知识分享官', '奇趣', '科技', '科学实验', '水气球']"
号称玩不坏的橡胶人，将100升水灌进身体会怎样？结果意想不到！,235.0万,5614,148,13,171,总弹幕数68,"['科学', '手办模玩', '玩具', '知识分享官', '知识', '实验', '科技', '橡胶人']"
如果我们在水中浸泡7天会怎么样？后果你可能无法想象,232.6万,8708,136,42,282,总弹幕数114,"['科学', '科普', '知识分享官', '打卡挑战']"
饮水机里的水有多脏？测完我就崩溃了！【老爸评测】,228.4万,12.0万,7586,9.5万,3.5万,总弹幕数3944,"['健康', '科普', '健康觉醒季', '生活', '日常', '测评', '实验', '生命', '饮水机', '喝水']"
B站的原名你知道咩？,225.7万,13.3万,4861,1621,17.2万,总弹幕数976,"['冷知识', '科普', '趣闻', '科学3分钟', '知识', '小知识']"
朱军性侵案反转，他赢了官司，但已经没人在乎他的清白！【洞察社会系列50】,924.5万,98.5万,29989,5.3万,46.5万,总弹幕数6.7万,"['人文', '原创', '社会', '人物', '案件', '性骚扰', '观点', '热点', '朱军']"
俄罗斯硬核监狱，牢房窗边就是坟墓，死了都出不去,875.3万,41.4万,3854,6849,7377,总弹幕数1.2万,"['监狱', '俄罗斯监狱', '火岛监狱']"
拜登当众拉裤子，毁掉了美国总统的百年威严,429.2万,21.3万,5465,2.8万,1.0万,总弹幕数6918,"['美国', '知识分享官', '社会', '白宫', '英国首相', '热点', '约翰逊', '拜登', '观点', '拜登拉稀']"
疯狂举报4万次，集体网暴多名博主，肖战粉丝究竟有多疯狂？【洞察社会系列48】,410.6万,41.5万,33348,2.7万,15.2万,总弹幕数7.0万,"['人文', '社会', '明星', '人物', '观点', '热点']"
内向学生遭校园暴力，爆发之下连捅两人，法官无奈摇头,331.2万,15.6万,31255,2.9万,1.8万,总弹幕数16.1万,"['心理学', '社会', '霸凌', '校园霸凌', '热点', '案件']"
【罗翔】“学姐好”事件反思，从权力聊到法治与平等-直播回放,330.6万,30.9万,5926,1.1万,7.7万,总弹幕数2.1万,"['罗翔', '知识分享官', '社会', '学习', '平等', '学姐', '普法', '热点', '权力', '查寝']"
女业主在电梯里狂踹63岁保洁员，还泼开水，事后态度嚣张拒不道歉,319.1万,6.1万,2966,594,2317,总弹幕数2509,"['保洁被打', '女业主嚣张', '泼开水']"
老陈警官说骗局,312.0万,21.5万,1337,2610,1100,总弹幕数472,['你你你要跟泡面学跳舞吗']
5名男子冒充大校上尉，持“密令”前往公安局提人，演技堪比影帝,309.7万,11.7万,6635,3.5万,5614,总弹幕数1.0万,"['警察', '心理学', '奇闻', '犯罪', '社会', '案件', '热点', '普法', '观点', '打卡挑战']"
就离谱！上班迟到就算了，为什么手里居然还有杯咖啡啊？,293.6万,23.2万,4018,9766,1.5万,总弹幕数1515,"['沪漂青年打工实录', '情感', '社会', '心理', '观点']"
彻底封杀！所有平台不得播出偶像养成类节目！杜绝娘炮、诱导粉丝消费等行为,284.5万,25.5万,12616,2.4万,3.7万,总弹幕数12.7万,"['综艺', '我的追星日记', '明星', '演员', '偶像', '娱乐', '娱乐圈', '追星', '八卦', '打卡挑战']"
一场黄梅戏炸出多少毒瘤粉丝？,276.1万,15.7万,8604,2775,2.9万,总弹幕数9747,"['人文', '知识分享官', '传统文化', '社会', '观点', '黄梅戏', '地方戏', '中国戏曲']"
【窜稀】拜登拉裤子里了 当着全世界的记者,266.4万,10.3万,4571,2.7万,9765,总弹幕数6200,"['美国', '故事档案馆', '川普', '鲍里斯约翰逊', '窜稀', '拜登拉了', '希拉里', '拜登', '热点', '普金']"
女子车堵在过道6天，回来时车被砸的不像样，车主：这是谁砸的？,264.0万,9.9万,9630,4382,1904,总弹幕数2.2万,"['社会', '观点', '热点', '案件']"
夫妻欠债6000万有恃无恐，结果开门傻眼了，对付“老赖”就这样,263.7万,16.5万,2341,977,593,总弹幕数1582,"['社会', '心理', '律师', '观点', '法院', '热点', '案件', '房产', '老赖', '打卡挑战']"
老师砸学生手机对么？如果对，怎么砸比较帅？,263.7万,17.6万,2480,807,3135,总弹幕数1462,"['故事档案馆', '自制']"
"电击恶魔杨永信疯狂敛财8100万,毁了多少家庭至今仍逍遥法外",262.1万,8.3万,3111,1959,4393,总弹幕数3476,"['人文', '故事档案馆', '心理', '原创', '社会', '教育', '案件', '商业', '观点', '热点']"
超市少找男子4分钱，男子将超市告上法庭，向不合理惯例说不。,255.3万,22.5万,12795,9999,1.2万,总弹幕数3436,"['心理学', '心理', '观点', '超市', '打卡挑战']"
杭州一男子法拉利撞电动车事件后续：事发前监控曝光，画面惹人遐想！,253.6万,7.3万,2453,3.1万,1109,总弹幕数2025,"['社会', '心理', '观点', '热点', '案件']"
有一说一，他把自己当道士的内容写出来，道观不管么🤔,253.4万,19.7万,11631,1.4万,4930,总弹幕数3169,"['故事档案馆', '情感', '道长', '道士']"
如何戒断多巴胺？自律其实非常特别以及极其的简单！,252.0万,17.0万,3794,8293,8.3万,总弹幕数8032,"['心理学', '人文', '知识分享官', '读书', '心理', '社会', '科普向', '观点']"
我到美国教书，才知道他们其实是这样看我们中国人的,247.3万,25.9万,3856,1614,3.6万,总弹幕数3455,"['美国', '校园分享官', '教育', '老师', '文化输出', '打卡挑战']"
长沙采耳大妈抠脚，被网暴痛哭！网络暴力有多可怕？,240.7万,16.8万,3221,686,1288,总弹幕数2025,"['心理学', '知识分享官', '情感', '网络暴力', '热点']"
法国人那么懒，经济为什么还这么好？【懂点儿啥】,235.7万,18.4万,6586,6295,8.9万,总弹幕数1.8万,"['经济', '知识分享官', '欧洲', '空客', '法国', '懂点儿啥', '法国 罢工', '董佳宁', '马克龙', '法国经济']"
建议改成《致富经》,234.6万,6.5万,27161,2.2万,3222,总弹幕数3.8万,"['汽车', '交通安全', '追尾', '交通事故', '打卡挑战']"
感谢你嚼槟榔 | 致癌一级的槟榔瘾有多狡猾？背后原因让人恐惧……【歌白】,231.0万,15.5万,16540,2.8万,5.7万,总弹幕数1.3万,"['健康', '人文', '知识分享官', '癌症', '社会', '案件', '槟郎']"
百万人已亲测有效！如何反击“见不得你好的人”？,229.2万,24.3万,1791,4334,9407,总弹幕数867,"['职场', '说说心理话', '情感', '心理', '观点', '身材羞辱']"
想红想疯了？网红魔改黄梅戏遭央视怒批，赵丽蓉20年前的话句句见血,225.1万,15.7万,10768,3798,5988,总弹幕数2.1万,"['娱乐', '赵丽蓉', '央视', '音乐', '黄梅戏']"
见人不敢开口？快速帮你建立自信！,221.6万,17.4万,774,1496,1095,总弹幕数581,"['英语', '知识分享官', '学习', '留学生', '大学生', '经验分享', '出国', '干货', '自信', '自卑']"
必看！超真实骗局！比扫黑风暴更可怕！十分钟骗走五万五千元！,216.3万,9.8万,4081,13.5万,5.6万,总弹幕数7403,"['故事档案馆', '打卡挑战']"
豆瓣9分却没人看，我必须抢救一下这部年度最佳！【记录伟大系列05】,843.7万,93.7万,13185,4.0万,37.3万,总弹幕数4.2万,"['历史', '人文', '知识分享官', '志愿军', '人物', '电影', '文化', '1950他们正年轻', '抗美援朝']"
会变魔术的院士，从医75年救孩子无数，100岁的医学泰斗张金哲,791.3万,69.3万,5335,5287,4.3万,总弹幕数1.3万,"['故事档案馆', '奇闻', '爱国', '人物', '良医', '泪目', '医生', '妙手仁心', '感动中国', '治病救人']"
天下第一刀-徐立平:从事世界上最难最危险的职业，一个从火药桶里爬出的大国工匠！,668.9万,33.2万,1510,1378,6009,总弹幕数4973,"['知识分享官', '读书', '励志', '传奇人物', '故事', '大国工匠']"
为啥每个90后的手指上都有个伤疤？,653.4万,29.9万,15561,1.4万,1.1万,总弹幕数3.0万,"['知识分享官', '回忆', '90后', '高能', '记忆', '伤疤', '1999', '99年', '年代', '00后']"
【民生大计】从中国人的吃瓜自由谈起，日本韩国人有多羡慕我们的“菜篮子工程”？,426.5万,8.5万,2942,1251,7813,总弹幕数6478,"['人文', '知识分享官', '中国', '人物', '原创', '自制', '趣味科普人文', '菜篮子工程', '袁隆平', '吴明珠']"
&quot;给我20年，还你一个强大的俄罗斯!&quot;  俄罗斯总统为什么只能是普京？,426.0万,32.1万,3212,2147,1.5万,总弹幕数4663,"['俄罗斯', '历史', '知识分享官', '总统', '战斗民族', '苏联', '普京', '毛子', '普京大帝', '太阳星']"
印度人偷电有多疯狂？警察来了都拦不住，电力公司亏损17亿人民币,425.3万,4.9万,1054,1616,1652,总弹幕数2947,"['印度', '印度大停电']"
河南小伙用三年时间画涂鸦，把贫困落后的家乡变成童话世界,420.6万,15.7万,1399,2183,5349,总弹幕数1214,"['知识分享官', '励志', '原创', '读书', '传奇人物', '故事', '感动', '打卡挑战']"
耶路撒冷究竟是谁老家？【奇葩小国28】,391.2万,21.4万,14548,1.1万,14.8万,总弹幕数4.7万,"['历史', '故事档案馆', '社会', '二战', '战争', '德雷福斯', '犹太人', '巴勒斯坦', '耶路撒冷', '以色列']"
如果王家卫拍谭谈交通,387.5万,30.1万,3867,8.2万,24.9万,总弹幕数7509,"['搞笑', '知识分享官', '王家卫', '谭谈交通', '二仙桥']"
我又去“当兵”了,378.7万,47.0万,6031,8095,25.9万,总弹幕数6.3万,"['搞笑', '知识分享官', '高能', 'VLOG', '兵哥哥', '人民海军', '军人', '沙雕', '凉风Kaze', 'tool凉']"
做成自慰棒、烟花、吃掉...那些“阴间”尸体处理方法！,374.5万,32.2万,5617,1.2万,5789,总弹幕数1.6万,"['冷知识', '人文', '趣闻', '知识分享官', '奇闻', '奇葩', '文化', '恐怖', '死亡', '高能', '葬礼', '尸体']"
【真实事件】17岁少女被拐卖后，反将人贩子贩卖了！,374.5万,24.8万,5089,3.7万,3.5万,总弹幕数2.2万,"['知识分享官', '知识', '人性', '犯罪', '社会', '奇闻', '拐卖', '人贩子', '案件', '贩卖']"
【谈鲁迅合集】3300W播放！鲁迅：愿中国青年都摆脱冷气，只是向上走。,371.8万,27.7万,5772,2.9万,25.8万,总弹幕数5.4万,"['历史', '知识分享官', '读书', '鲁迅', '文学', '周树人']"
3个月缴枪70万支，中国如何从合法持枪到全民禁枪的？,365.0万,23.9万,7848,7221,2.6万,总弹幕数1.1万,"['历史', '美国', '人文', '知识分享官', '知识', '犯罪', '军事', '互联网', '太阳星']"
鬼工球，我国的非遗，当年日本作假在万国博览会模仿被揭穿，国粹的精华技艺，曾经惊艳了世界,351.1万,24.2万,6317,4678,1.6万,总弹幕数2369,"['历史', '手工', '人文', '文化', '艺术', '非遗', '非物质文化遗产']"
挖纳粹墙脚是怎样的体验？【硬核狠人08】,345.5万,20.7万,5911,1.6万,12.8万,总弹幕数1.9万,"['德国', '历史', '故事档案馆', '西班牙', '奇闻', '二战', '人物', '谍战', '间谍', '嘉宝']"
荒诞！非洲贫民窟里的百万富翁，靠一款神奇果汁走红全国,340.5万,2.9万,515,144,485,总弹幕数352,"['人文', '奇闻', '学习', '文化', '人物', '非洲记录片']"
特朗普儿子的颜值也太逆天了，被誉为“亿万美元宝贝”，在66层豪宅里打高尔夫，邀请全班同学到白宫开派对，巴伦：美国名媛的终极梦想,332.8万,8.8万,924,854,1596,总弹幕数1683,"['美国总统', '川宝', '巴伦']"
欧洲少女美妆史，效果堪比毁容，up主亲测有效！,317.5万,15.0万,3196,4335,3.6万,总弹幕数1.6万,"['冷知识', '种草', '历史', '彩妆', '美妆', '人文', '科普', '趣闻', '知识分享官', '时尚', '化妆']"
他23岁画中国神兽，刚毕业一幅画值18万，人民日报都赞叹！,305.1万,25.4万,1355,3977,8588,总弹幕数881,"['绘画', '人文', '国风奇妙纪', '国风', '美术', '传统文化', '神话', '艺术', '神兽', '打卡挑战']"
窃书究竟算不算偷？【硬核狠人09】,292.5万,14.5万,4292,4339,6.9万,总弹幕数1.5万,"['历史', '美国', '人文', '故事档案馆', '奇葩', '社会', '大学', '犯罪', '窃贼', '美国鸟类']"
敢得罪五常？随便一个都够受，要是五个都得罪，那只有拜拜了您！,289.1万,13.3万,2851,1890,4048,总弹幕数4010,"['导弹', '战斗机', '武器', '五常', '中国', '联合国', '那兔', '军迷']"
因为一句话，卧底央视20年的主持人被逮捕。,287.0万,5.3万,2718,1164,673,总弹幕数2109,['案件']
难怪国外人口少，吓死了！这三种恶作剧谁看了能面不改色心不跳,284.6万,4759,21,5,241,总弹幕数3,"['科普', '盘点排行', '奇闻', '猎奇', '看世界', '盘点']"
北大教授季羡林的日记能有多搞笑？！,270.8万,27.2万,1109,7785,3057,总弹幕数732,"['人文', '搞笑', '知识分享官', '文化', '读书', '逗比', '校园', '文学', '人物', '北大']"
俄罗斯禁酒战争：被伏特加统治的战斗民族，如何与酒相爱相杀？,267.8万,3.7万,652,507,1942,总弹幕数1774,"['俄罗斯', '知识分享官', '普京', '战斗民族', '戈尔巴乔夫', '酗酒', '叶利钦', '伏特加', '喝酒', '俄国']"
这位小伙用舞姿震惊老外，让老外相信原来中国人真的会舞功,266.2万,3.3万,113,67,728,总弹幕数75,"['知识分享官', '原创', '读书', '励志', '故事', '感动', '传奇人物', '打卡挑战']"
王伟牺牲后，8万红客奋起反击：瘫痪美国官网 并插上五星红旗,254.7万,21.5万,7342,6199,3.8万,总弹幕数1.1万,"['历史', '美国', '人文', '必剪创作', '故事档案馆', '爱国', '奇闻', '人物', '中国', '打卡挑战']"
国家交给上海一个任务，硬刚百年未有之大变局！,252.7万,18.2万,7247,9994,9.8万,总弹幕数1.4万,"['上海', '历史', '美国', '财经', '知识分享官', '中美', '航空航天', '科技', '基础科学', '6G']"
