,word,tfidf
6174,规划,28.946437497862853
4776,机器,28.835501397630452
2599,体系,28.781449439090185
3249,合作,28.54037722640385
6202,解决,28.182594866287566
4296,报表,28.045904289133073
4996,治理,27.596850323655183
1786,shell,27.34747282372992
4564,数学,27.242170957438326
5702,精神,26.95233311770215
6234,计算机相关,26.735254220865052
4360,挖掘,26.660978407531204
6443,资格,26.579301880034183
6602,运营,26.16267373042051
5505,研究,25.64384770433569
4745,服务,25.58085862772158
5089,海量,25.5519093721599
3676,实际,25.50897890173069
6402,责心,25.272563826736224
5137,清洗,25.215779830074908
6721,采集,25.15459052401556
6954,领域,24.49099046794873
6701,部署,24.373462062291523
3109,协作,24.279645728629696
5050,测试,24.256459244613445
4010,开源,24.141506872275322
5827,统计,24.123577405294476
5477,知识,24.02958405057835
4550,数仓,23.887192822576164
6415,质量,23.864629743769814
5950,职位,23.749437894230745
5959,职责,22.727767874597298
6205,解决案,22.69430050362033
5975,联网,22.678645568509467
2564,优秀,22.198879993095858
5110,深入,21.911316213180196
3408,场景,21.799205294876828
2823,关系,21.797662902099272
2896,分布式,21.486176260777796
4584,数模型,21.263867366337422
2522,代码,20.78023003015411
1897,storm,20.532713150583977
4211,扎实,20.490429796982582
5341,生态,20.20807871319195
868,hdfs,20.195476227003343
6679,逻辑,19.915317447675562
3427,培训,19.86231531155583
4847,核心,19.48631862084526
2367,丰富,19.44916359440261
3118,协调,19.44284722418456
1652,redis,19.379585079395433
4477,支持,19.313091738903676
4808,构建,19.300505298620763
6190,视化,18.9914404047535
5932,考虑,18.96648557176213
5271,环境,18.678090733329558
4150,意识,18.646107609511898
6206,解决问题,18.52967580851448
5424,监控,18.481539075580475
6186,规范,18.3979261845892
4887,模块,18.176777639555546
6680,逻辑思维,17.908714769738538
6888,集群,17.865039912436572
6753,金融,17.817271335721166
5864,编程语言,17.779614694133485
3113,协助,17.545366298753347
4339,持续,17.53635026762903
1192,mapreduce,17.519998728514977
5551,福利,17.383792445730098
6927,项目理,17.324510298218087
4440,提升,16.73652615090699
2249,专业科,16.705379769819263
3185,发展,16.64147461500465
4294,报告,16.398866587452133
5829,统计学,16.298074170841776
6367,调研,16.10596323764482
4473,操作系统,15.839928292904284
4588,数理,15.510735747187288
5122,深度,15.466790400599159
577,elasticsearch,15.223312430521863
6703,部门,15.202467036269876
4827,标准,15.023412827616497
4433,描述,14.86216424588856
4596,数结构,14.848399345619612
6708,配合,14.510505864759772
6605,运行,14.418670470088516
4593,数系统,14.124344001357738
722,flume,14.061739669263241
4345,指导,14.02844450471386
4419,推动,13.982287308003704
5792,组织,13.874936868568295
3281,员工,13.663192033883652
6147,表达力,13.65807410247552
4467,操作,13.430963500177961
4822,查询,13.275395673857233
2901,分布式计算,13.268143111653673
4479,支撑,13.202260386222669
1074,kettle,13.114350306436323
2900,分布式系统,13.057964761407181
2536,企业,13.03200104555123
6180,规模,12.894115360373327
5342,生态圈,12.782198735341407
4091,思维,12.737389514114914
7034,高效,12.713116842932578
3146,压力,12.654622559006475
5860,编码,12.565452233338762
4350,指标,12.49722683581588
2663,信息,12.34854006755067
5995,背景,12.333419928239818
2283,业务部门,12.200284249530721
6553,软件开发,12.197987821634442
4286,抗压,12.162747610067985
4215,执行,12.134486173991428
5453,相应,12.099470961727379
2452,交付,12.071338322025188
6550,软件工程,11.973314492289699
607,es,11.968997892036397
4606,整体,11.860316535927653
2530,价值,11.81984442154039
3025,动化,11.776786614420473
6140,补贴,11.714162241580185
4795,条件,11.694170842758988
3480,复杂,11.674802986475257
5593,积主动,11.60970189358265
5324,理解力,11.599271077832965
2230,zookeeper,11.56838266430998
3841,市场,11.555350418004188
1872,sqoop,11.535636184142723
2969,前端,11.519332758172157
4464,撰写,11.456090493432283
5809,结合,11.232351037141573
4038,强烈,11.218612832991985
4025,引擎,11.130111124963857
3675,实践验,11.09663818587181
4237,承担,11.090604838247964
1868,sqlserver,11.08527105708276
5514,硕士,11.061452920271217
6885,集成,11.061414539076102
6648,选型,11.02716354831241
5435,目标,10.935391608365801
4517,敏感,10.859174474865588
3005,加工,10.799698471626593
928,impala,10.76054216944647
4613,整理,10.73272697303921
6778,银行,10.696314582581524
5885,网络,10.65635299984541
1263,mongodb,10.607314549817168
6360,调度,10.545334278860425
4390,探索,10.53439856543304
3609,学科,10.520938253280603
3629,完善,10.455559371407887
2866,决策,10.418633956286977
324,clickhouse,10.396221163706512
3814,工智,10.388100734240856
6219,计划,10.328186577809829
1527,postgresql,10.317735975449729
4580,数服务,10.29585637388762
5520,确保,10.223783179121659
3295,命令,10.193292786572126
4398,接口,10.18715967018459
4491,改进,10.14104422921779
3165,双休,10.128067955392492
2907,分析师,10.124919382769288
4427,推荐,10.121468307314828
5780,线程,10.049942232145975
1348,nosql,10.0138861367737
4608,整合,9.996286304060389
1856,spring,9.984017929986877
5997,脚语言,9.934253499268497
3624,安排,9.931320964664575
2195,yarn,9.883719405631544
3661,实战验,9.833175326185325
4875,梳理,9.78608805862037
4484,收集,9.763649304405154
3974,建议,9.693319208571747
1106,kylin,9.672649994312344
6788,销售,9.63595030784789
2655,保障,9.608100843651158
4429,推进,9.53900051016141
3614,安全,9.512536150423514
5822,统招,9.460584030243549
2937,创新,9.404721521874695
2491,产品设计,9.39640188034726
6884,集市,9.309031594822988
5134,清晰,9.261501351057829
3999,开展,9.254983286399204
3320,售前,9.246479567348826
2406,习惯,9.21450264405033
3198,发现,9.175733417639318
2963,前技术,9.111855434111922
4234,承受,9.092051095543551
3818,工程,9.085056399062458
4093,思考,9.063175247960123
6714,配置,9.053610490673412
1375,olap,8.895777529637401
4304,抽象,8.889868806601376
6630,迭代,8.873045133816552
999,it,8.82048130533876
3782,工业,8.805090864238364
4931,毕业,8.75204229791713
4256,技术支持,8.702738727228136
5031,流式,8.624211279564078
6956,领导,8.531140072133464
2642,保证,8.490334285926709
2376,主导,8.44282397466122
2488,产品开发,8.434765939783093
4514,效率,8.406463135184858
2839,具体,8.40216826583465
4303,抽取,8.377427820093557
6662,通信,8.37574610330242
6448,资源,8.339440331280162
2328,中台,8.307002271896625
2997,功底,8.301147494586411
5562,科学,8.279135782002589
5843,维度,8.252171622341203
4395,接入,8.222164691854568
5604,程序,8.13644344516634
7032,高性,8.114906772245089
5828,统计分析,8.07085454020069
6020,节假日,8.070154534001711
41,ai,8.007536561147056
3632,完整,7.9649390823253166
5620,稳性,7.923741786677859
6771,钻研,7.901797189339129
6639,适应,7.893121059477342
5370,电商,7.885600053510812
288,cdh,7.879699838963124
7013,验证,7.87084336975766
5817,结果,7.866522972847116
4396,接受,7.865682788782752
2374,主动,7.855578698687034
6439,资产,7.788191041578401
6404,责感,7.784156612745382
3988,开发工具,7.741536481725521
2454,交办,7.739930433167818
1857,springboot,7.645518729525585
2118,web,7.6452178180932675
2306,两年,7.631733837687598
3761,展示,7.6084054147695355
6536,转换,7.5955088698459114
3947,底层,7.533687412555611
3089,医疗,7.530750795485312
4356,挑战,7.507347603584977
2893,分层,7.502484620784924
4495,攻关,7.486988505917241
3292,周末,7.484534423806662
6074,营销,7.4728213337732035
2987,办公,7.4414660648751205
6373,调试,7.427986467632977
6351,课程,7.421352409299329
1901,streaming,7.373324062650247
6326,语句,7.358679186770306
5113,深刻,7.319964587894212
6294,评估,7.31911892682372
5208,热爱,7.309790516254413
6973,风险,7.306745502196677
6089,薪酬,7.259109951046791
3098,升级,7.2584970401483835
5553,福利遇,7.243519899585895
4437,提供数,7.1934600846202885
4448,提高,7.19305606971072
2363,中间件,7.186061977813768
6146,表达,7.180285746517424
4120,总结,7.179225821777112
7028,高度,7.1427856895603785
3990,开发技术,7.11220708587933
4775,机制,7.110315723840983
4506,政府,7.100916139087597
5331,生产,7.099533735115518
6620,进度,7.082342669179924
2913,分类,7.052879378444293
7002,驱动,7.041817662043111
5854,编制,6.992310332486846
1845,sparkstreaming,6.931979814126361
4265,技术难题,6.914042906898158
3674,实践,6.900303143629916
6280,设计模式,6.882244685806011
4694,时间,6.8673789212883385
6251,认真,6.816171277327646
4087,态度,6.8026214680016155
7052,高级,6.789265079940227
6257,认识,6.750134788405911
3888,年度,6.7424493815459
6881,集团,6.7207313885173825
4408,控制,6.717969599878982
2260,专科,6.706151301762917
3367,团队精神,6.691680145829732
4520,敏捷,6.632276063341944
3256,合理,6.625496290560435
4834,标签,6.622342473396926
4863,案设计,6.614800217989466
5609,程序开发,6.597601500768734
4546,数业务,6.568051939248838
4568,数安全,6.555817885494447
1949,tableau,6.543310639626152
3378,国家,6.513142493108977
6698,部分,6.482754850707191
4576,数报表,6.48269140417667
6022,节日,6.476955588054872
2666,信息化,6.467898196251493
4047,形成,6.466714395177404
2472,交通,6.462231041228491
784,go,6.4215902347004805
1840,sparksql,6.38539016227143
2597,体检,6.378963483552743
2829,关键,6.375192136953402
4666,旅游,6.330323607540614
5371,电子,6.312112482027168
6088,薪资,6.304209241438016
2288,业界,6.299845651913984
5204,热情,6.29041307851718
2067,unix,6.253280535848514
1301,mybatis,6.237236932709624
518,docker,6.232582185491293
5092,消息,6.210090738914522
3300,咨询,6.189918589863841
2956,制造,6.171894767766708
6265,讲师,6.16090273377594
4719,晋升,6.159623272492642
448,db,6.111899995552925
5160,源码,6.084361308017454
2467,交流,6.083614598135657
5114,深刻理解,6.072177422298053
1770,server,6.0719471305120996
4441,提取,6.058135830308764
4674,日志,6.050899884410124
3625,安装,6.035296792244176
4096,思路清晰,5.960778550408078
623,excel,5.9443997963573505
2950,制作,5.935986802227634
4216,执行力,5.8851956372475485
5941,职业,5.870079246800038
4518,敏感度,5.867534189388115
884,hivesql,5.841340680809717
2501,享受,5.827280636522588
3324,商业,5.808307589266208
4572,数库系统,5.7945487267343365
4129,情况,5.793427845268012
3445,基础知识,5.76995115520978
3593,学信,5.746720820917708
4351,指标体系,5.73979879965798
6503,踏实,5.73871998535123
6872,难点,5.732918101875215
3425,培养,5.713474973832692
6038,英语,5.703896122644344
4891,模式,5.695035173275706
1858,springcloud,5.68232100800691
4562,数字化,5.654578984535479
6235,计算机科学,5.646050724049468
6819,阅读,5.600411694756591
5814,结构化,5.592057705257445
4242,技巧,5.581987692174421
3443,基础架构,5.550560093709089
2877,准确,5.5486417882040895
2606,体验,5.543119970598176
6323,详细,5.541200207173985
449,dba,5.516310192792567
4541,教育,5.505196705597944
5277,现场,5.489911915995783
4547,数中心,5.483232276669529
4526,教学,5.4470471743403905
2824,关系数库,5.41887252352425
1096,ks,5.36721654751203
2999,功模块,5.303749916036215
1011,javascript,5.2948528406978195
1058,jvm,5.228215721369649
2540,企业级,5.219937342480634
4587,数源,5.206278146091184
6287,证券,5.1967802644639685
3150,原型,5.192172888958198
3312,响应,5.18681589891973
2102,vue,5.158942455718511
2836,兴趣,5.154755256807164
5984,聚类,5.154415400456545
4220,扩展,5.149760240710144
5813,结构,5.1256167919828535
2388,主题,5.120110342889578
2884,函数,5.116996986319895
5880,网查,5.082723602724844
7011,验收,5.0804372781233855
5344,生态系统,5.074892092240687
5153,游戏,5.050475334158338
4729,智慧,5.042956542228318
6939,预测,5.039177753787758
1044,js,5.010429262264422
3008,加班,4.999192028036044
2821,关注,4.9953674122450815
5184,激情,4.987837483605577
3284,周岁,4.983064829413971
6256,认证,4.964359752801163
2280,业务流程,4.955919275925889
5571,科技,4.949392361005882
6297,评审,4.930433540072392
3026,动态,4.909958423605258
5848,综合,4.895550317523213
4089,思想,4.89364760788826
5721,系统分析,4.8889384642199785
3181,反馈,4.881664469521182
5347,生日,4.868703737505322
3986,开发员,4.867628550448754
3247,吃苦耐劳,4.864236779195046
5251,特征,4.856928941594453
819,greenplum,4.834060519208567
3001,功设计,4.824905896105549
1489,perl,4.806206908655683
4898,次开发,4.805987916898874
4380,排查,4.803411653982553
2970,前端开发,4.790983151928451
536,druid,4.787123285537359
4505,政务,4.780686758616461
3715,容器,4.767467936942811
6943,预研,4.761679011855679
4169,成员,4.742166066350678
2786,全面,4.729592919797223
2831,关键技术,4.722836290928217
2926,分项,4.7176731937029075
5310,理工科,4.714713500669982
1978,tensorflow,4.712653905564366
900,html,4.704527910707009
5337,生命周期,4.701322962059323
6527,转化,4.671018531962952
6254,认真负责,4.6637569904405485
6238,计算机软件,4.65804017074784
445,datax,4.648236588389322
436,datastage,4.647582784899939
4421,推广,4.638421742606407
5256,特点,4.636590158985577
1102,kudu,4.613568233286102
5508,研究生,4.598301393308397
6823,队列,4.597387851528027
4466,擅长,4.573571148177681
4502,放宽,4.559361187229601
4751,服务器,4.556353663574003
6273,设备,4.5439076407577685
4095,思路,4.540637239638216
1539,ppt,4.540593025865964
3062,包含,4.530456854849117
1731,sas,4.478095140010669
6328,语法,4.472648740464998
5226,爬虫,4.464359825301752
4512,效果,4.427773562808505
3432,基原理,4.423415736072082
1275,mpp,4.415620896472149
3872,帮助,4.413405151131242
6670,通讯,4.412444949118743
3607,学生,4.411233602636222
2754,入职,4.389238307559698
4521,敏锐,4.379568076982328
6935,预处理,4.3760456944522454
2375,主动性,4.3641773726745
2649,保险,4.361062454135102
4561,数字,4.352431855864118
3895,年终奖,4.348735549165035
3501,外部,4.341876812774423
1552,presto,4.33460993471412
7007,驾驶,4.297333756968503
4166,成功,4.29499059723658
2826,关联,4.291730151268504
3760,展现,4.2890404658533425
1860,springmvc,4.275231785495996
4172,成果,4.273409730480696
4585,数流,4.242347074878846
115,api,4.229268796659158
6800,长期,4.217715123350642
5254,特性,4.206747027562031
4691,时空,4.198538777539713
958,informatica,4.176861551056801
3733,导入,4.150360955620365
6330,语言表达,4.120620262816635
3576,存储系统,4.116750494715718
3117,协议,4.115274686821701
6910,面象,4.099478340450788
5352,生物,4.0971415414354775
5851,缓存,4.096241981062386
4624,文字,4.080804252708467
3538,奖金,4.063739536688074
2611,作业,4.042573605962733
5629,空间,4.041434462963004
3403,图谱,4.035453476064007
697,finereport,4.031290642881244
2816,公积金,4.030943384634172
3653,实习,4.005933299565237
6176,规划设计,4.00579944672146
4969,汇报,3.9979666410489063
5801,细心,3.981366861922899
3906,年龄,3.9756219140536104
605,erp,3.975085035328171
5244,物理,3.974501715578982
6363,调整,3.96292397774788
1818,solr,3.955346608280842
2714,健康,3.943773903833019
6037,英文,3.9393880679220827
6732,重构,3.933942892149847
6616,进取心,3.9315751879700707
390,css,3.9266312064837514
6587,迁移,3.915817696181323
2743,免费,3.9124425636028834
775,git,3.9102336428268787
2411,书面,3.8839785327948038
6200,角度,3.883657893566543
5413,痛点,3.866736209975357
5766,级领导,3.8599267850120373
6928,项目组,3.8472160682878807
1322,net,3.8378228753248216
4860,案例,3.8326471251505643
5661,策划,3.8291680731020024
3307,品牌,3.8274197379691164
6734,重点,3.825975887620565
4519,敏感性,3.8246254512888713
3866,帆软,3.819176325530501
7056,高质量,3.8152197153463083
3937,应届生,3.7857374787712286
3266,合适,3.7840660999057363
2908,分析模型,3.7838853478685723
6101,融合,3.7779240478688423
3746,尤佳,3.7740876945991793
4446,提炼,3.7612552684287675
443,dataworks,3.7557017815639897
4434,提交,3.738318585625959
4932,毕业生,3.721355662766442
4967,汇总,3.707569132830208
1498,php,3.697238620959104
4988,沉淀,3.691314118978188
5986,聚餐,3.6765920999983996
2678,信息系统,3.6659245192666208
6546,软件产品,3.66169566147706
1862,spss,3.656571867158056
5308,理工作,3.641856205549719
5836,绩效奖金,3.629013679838965
4314,拓展,3.616222893963974
1530,powerbi,3.612597665564196
1505,pl,3.6056642603534828
5823,统筹,3.6031479714637222
1208,matlab,3.589336310080073
3667,实时处理,3.5889065898619923
2734,充热情,3.5866872476464753
3330,商业智,3.5827543749509965
581,elk,3.5729826993838243
2921,分配,3.5724510274698713
5873,缴纳,3.559476277834885
3348,喜欢,3.5573271816598364
4509,政策,3.556352833114091
4327,招聘,3.547364246619041
3217,变化,3.5436872308049288
774,gis,3.5422645558134587
3189,发展趋势,3.534202894596521
2727,元测试,3.5257774253802796
3422,城市,3.5188710712122098
4281,投资,3.5185148835660818
901,http,3.5019815584348426
3193,发掘,3.4978262398281244
1279,mr,3.4836389224635425
4357,挑战性,3.4764533179870987
2357,中级,3.462875517464633
4832,标注,3.450508672510914
3449,基金,3.448824910120005
4984,汽车,3.4425751395247284
4544,敬业精神,3.410756389894959
4022,引入,3.4089379649677394
2728,充分,3.4052108307879054
4489,改善,3.3973627454692585
3190,发布,3.394487353862824
3664,实施案,3.3931736251337927
4005,开放,3.392080626251269
2705,假期,3.3877402133615457
6496,路线,3.3832294740582918
3789,工作制,3.374175227285157
4828,标准化,3.3703967426763644
2643,保证数,3.353145692776152
6649,选择,3.3427489375782358
3002,加入,3.3381422174731896
6577,达成,3.337085110335383
6447,资深,3.3370446439596435
4818,架构师,3.3357066540007643
6633,追求,3.324765731230261
6591,运作,3.323442170437364
4603,数量,3.312994113382904
5487,短期,3.3064067794728675
6422,购买,3.293605474291742
2601,体系结构,3.2799922865291804
5367,电力,3.2752396632171434
5598,积累,3.266241152725319
5793,组织协调,3.2618603098203947
6603,运营商,3.2581440604832776
4791,权限,3.2538496560961634
6921,页面,3.253004696882033
6258,训练,3.2513040156198962
1213,maxcompute,3.248634055282405
1372,office,3.2467225315138006
6533,转型,3.2394877686712498
2430,事物,3.235964310791801
3102,午茶,3.2253008204160394
5641,竞争力,3.217086311388731
5602,移动,3.2158950244283155
3673,实训,3.211046495854315
5656,符合,3.208924067976839
6279,设计案,3.2061956660818507
6371,调薪,3.1881601097244285
3472,备份,3.182917560504576
1458,pandas,3.1800877603053843
4615,文件,3.176873628781914
6230,计算机专业,3.17060283885353
2938,创新力,3.163300910963402
4231,批量,3.1612618113626207
3754,层面,3.160307320510829
3277,呈现,3.1575633949326423
6475,趋势,3.154873796008536
1231,mes,3.1420612145638667
5365,电信,3.122748593262098
2676,信息理,3.111165203445822
4992,沟通交流,3.1086848627170682
2875,准备,3.100227254704381
5112,深入研究,3.0998296905204272
6490,跨部门,3.090650141628494
3595,学力,3.086954211767862
5274,环节,3.0819416368295407
2671,信息技术,3.08007650127616
6985,餐补,3.0793938804746652
5290,班时间,3.0737522987926305
2346,中心,3.0726833636976534
4252,技术开发,3.0672393734696386
3362,团建,3.065374275304055
4453,搜索引擎,3.063319606819331
2401,乐观,3.0554566578501867
2639,保持,3.051138100989547
160,azkaban,3.050993963418474
6061,获取,3.037734955928418
4685,时发现,3.021330295367333
5547,神网络,3.016726418417952
1611,pytorch,3.0133450964873827
2709,做事,3.0086830993132128
5425,监测,3.008033780526913
3936,应届,3.004905198089759
6255,认知,3.003312754676137
6969,风控,3.001427860349242
4951,气象,2.988971665240079
5328,瓶颈,2.978863463533721
6908,面试,2.976829180741847
6286,证书,2.9744946599758437
4842,校验,2.969591419924428
223,boot,2.954466059869907
5358,生育,2.949742523633423
6125,行计算,2.938440039498666
6681,逻辑性,2.9346971580943437
4370,授课,2.928324946839096
2589,住宿,2.924676772317226
6606,运行机制,2.9239340684972484
4156,愿意,2.9206070214779127
5429,监督,2.9163574999810353
4227,批处理,2.903164268435648
1643,react,2.8992663679964883
2266,专题,2.8990092417033995
3688,审计,2.8966512847043275
5516,硬件,2.892483706452619
2739,先进,2.8911124092711877
3224,口头,2.88870317576119
6041,范围,2.888505743825151
6745,量化,2.8818741793459686
980,io,2.879777021206954
2483,产假,2.8796598402678346
4118,总监,2.870688766404812
3419,型项目,2.8570117113794407
5116,深厚,2.856766134070953
6674,通道,2.8423367705778593
2968,前瞻性,2.8407023262773627
2953,制度,2.8392731527938695
5693,精准,2.8332359510180267
4850,核心技术,2.827724804713664
6137,补助,2.821529027516473
3446,基础设施,2.81584858514471
155,aws,2.809515318315778
5158,源代码,2.7987805601044666
5181,激励,2.7917239938162033
5018,洞察,2.7912285433258126
5209,热衷,2.7905834088680024
1957,tb,2.7889507940721923
5312,理念,2.787817227237939
6837,阶段,2.787452400355122
5054,测试工具,2.786897396071544
3694,客户服务,2.7861181999993727
6596,运算,2.7837167971255106
2264,专项,2.782604647535881
6561,软件设计,2.7781092298828085
5531,礼品,2.7766656140495027
3161,参数,2.771926954276556
1019,jee,2.7716068238778586
4726,智化,2.7673561457785807
3019,务调度,2.766746358199572
2687,修复,2.763585527349146
4901,欢迎,2.7537282216478483
6278,设计师,2.7464088459061187
3460,增长,2.733331490874219
2478,产业,2.729561224930722
3660,实战,2.7294969304812144
3030,动手,2.7175615492475065
5733,系统维护,2.715816585404289
4535,教师,2.7002618241299667
6851,限公司,2.6985614153987174
110,apache,2.690973586314241
5835,绩效,2.6893460315708637
5169,演示,2.6864253031333893
2878,准确性,2.684450249332003
4452,搜索,2.6833479857576465
6076,落实,2.68043894161289
3039,助教,2.67880364366647
4589,数理统计,2.6750293391245172
6621,进心,2.6733946124365273
6568,辅助,2.6717530423754745
4492,改造,2.6703891866079252
6192,视觉,2.6697641276298834
1212,maven,2.6695641536235066
3080,区域,2.6665672889819696
1877,ssis,2.664030832994941
6394,财务,2.6456679847479023
6119,行性,2.643800371841094
325,cloud,2.6304047650505997
6333,说明,2.6286534473774625
5280,现状,2.6247891510200128
6177,规律,2.6236710749565093
7003,驱动力,2.6059557574412144
3825,工艺,2.6020517257128306
5720,系统优化,2.6007156481619464
3559,婚假,2.597335401579652
696,finebi,2.596836080383514
5883,网站,2.5939635381047736
5535,社保,2.5898770057674323
2909,分析法,2.582428997182779
6970,风格,2.557234637124261
5741,素质,2.5530545429175833
5111,深入分析,2.55183895687198
4177,成长,2.551520508142059
2094,visio,2.5389783935799093
5715,系列,2.5348329841465707
2432,事项,2.534021192954253
4151,感兴趣,2.529704272334319
7001,驱力,2.5282624630331885
5643,竞品,2.5249422339144107
4494,攻克,2.5117850267978388
4877,检查,2.511609565750296
3819,工程化,2.5107616452785293
4559,数处理系统,2.509388859879017
6520,车辆,2.4910388378939516
5579,科毕业,2.4757238205520884
2490,产品线,2.474125228295433
500,devops,2.4718013019007423
4206,手段,2.4704355371110447
6272,讲解,2.4701187355696534
5612,程序设计,2.4688899286369077
5938,耐心,2.445386233775197
5322,理系统,2.441286248270689
3129,博士,2.4367977633030247
2898,分布式文件系统,2.432506247165743
2778,全程,2.429262921479321
544,dw,2.4288230554342514
6442,资料,2.4285523174859525
4618,文化,2.4261010313567177
5533,礼金,2.420946658358286
3718,容量,2.4152286717159805
5103,涵盖,2.410780573982942
5041,流量,2.4093289112364107
3444,基础理,2.4055925037602406
6334,说明书,2.4047117848197663
6570,辅导,2.399967776083389
3090,医疗保险,2.3940886486368216
2282,业务知识,2.3932205634967456
5433,目前,2.3902542196111636
897,hql,2.3875633097856643
5094,消费,2.379180460225272
5253,特征提取,2.3788541148715225
2514,仓库,2.3753154436640145
5174,演进,2.372219448880556
5874,缺陷,2.368795042428625
2644,保证系统,2.3578075099902356
3160,参加,2.3575168510597897
5521,确认,2.349635061030738
1959,tcp,2.3484978619951
2545,休息,2.3458145913644692
2750,入库,2.3455213858259345
125,arcgis,2.338831175885408
3685,审核,2.3369577741255165
4323,招投标,2.3356840238805976
5411,病假,2.335454814478142
2485,产品化,2.3125555186091296
5723,系统化,2.3120874404080993
5595,积性,2.307967473721157
5581,科研,2.3052925862431235
254,caffe,2.3015968133762605
5635,突破,2.300322660561533
3036,助力,2.2930142565293647
3079,区块,2.273752631928363
6787,链路,2.2703078756116786
5012,注重,2.2692671637259667
3158,原生,2.2679158958497987
2935,创建,2.267694304354171
408,data,2.261833074313932
7004,驻场,2.259540582843904
4880,检索,2.256739498955096
3438,基操作,2.255384441146905
3887,年底,2.2549586456958717
6390,负载,2.2522492481798437
2248,专业知识,2.252233083344201
4964,求知欲,2.2505714886270853
117,app,2.2485245309160242
3930,序列,2.235890769735747
3945,应软件,2.230771915714395
6859,院校,2.2301241815142827
1633,rabbitmq,2.2286794932986487
3939,应急,2.2212763132643962
523,doris,2.2201521873565215
2289,业绩,2.2183522250872727
3078,匹配,2.2174905609116853
6774,铁站,2.216740966032055
2918,分解,2.212017427276003
4173,成熟,2.208837964871356
6870,障诊断,2.2077363002420176
6228,计算技术,2.207692466196378
3827,工资,2.2071399822495392
42,airflow,2.2065026833176495
5319,理知识,2.2037447540297284
4182,战规划,2.200764333179381
4879,检测,2.1968793708224426
3911,广告,2.1924622998218104
3040,助理,2.19228298921402
3831,左右,2.188652338191999
5744,紧密,2.1872112440229055
387,crm,2.1836049142910454
7042,高校,2.1813474570245637
1060,kafaka,2.1803795488248783
2276,业务员,2.1788210996716257
5067,浓厚,2.178007701532725
6558,软件系统,2.170890978768497
5143,渠道,2.1703407284822287
2251,专利,2.161359587259522
2247,专业技,2.1534209325738285
1654,reduce,2.151474281286749
1188,map,2.151474281286749
3590,学位,2.1463436988423545
6780,银行业务,2.1446298212100623
4565,数学模型,2.1384820876883195
4908,正式,2.1371133916287195
2668,信息安全,2.1365952259679046
4749,服务化,2.1318782971610006
3680,实验,2.1290825651407506
4200,手册,2.1241092345010095
5739,素养,2.1131176668610756
5396,界面,2.1116877264874985
6209,解析,2.1087945280014164
4284,投递,2.097523716711474
5309,理工具,2.0971971270306264
2955,制订,2.088528550877043
5888,网络协议,2.087006739177153
4246,技术创新,2.0834187040119057
6304,诊断,2.0831236299080045
4108,性格开朗,2.0766655334048796
4755,服务平台,2.076605089370156
